FILENAME;\Hard Disk2\Result\ReHa_CatIB_HK_20220222_153958.csv
PROTOCOL;ReHa_CatIB_HK
FILE_VERSION;3.3;
DATE START;2022-02-22;15:40:01
DATE END;2022-02-22;15:40:01;;Last Reading;1;Timestamp;168774402                        
DEVICE;BL098-CX_349F39
USER;ReHa;COMMENT;no comment available
PLATETYPE;MTP-48-FlowerPlate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
C1;C05;X21;;1;0.01981;11.32;0.0;24.40;71.90;-0.01;0.00;
C1;C06;X22;;1;0.02044;11.02;0.0;24.50;74.11;-0.01;0.00;
C1;C07;X23;;1;0.02107;11.34;0.0;24.70;74.75;-0.01;0.00;
C1;C08;X24;;1;0.02170;10.12;0.0;24.90;75.47;-0.01;0.00;
C1;D08;X32;;1;0.02237;11.18;0.0;25.00;76.29;-0.01;0.00;
C1;D07;X31;;1;0.02311;11.04;0.0;25.20;77.15;-0.01;0.00;
C1;D06;X30;;1;0.02375;11.93;0.0;25.30;77.60;-0.01;0.00;
C1;D05;X29;;1;0.02437;11.67;0.0;25.40;77.99;-0.01;0.00;
C1;D04;X28;;1;0.02500;11.70;0.0;25.50;78.45;-0.01;0.00;
C1;D03;X27;;1;0.02564;11.99;0.0;25.70;78.84;-0.01;0.00;
C1;D02;X26;;1;0.02631;10.91;0.0;25.90;79.16;-0.01;0.00;
C1;D01;X25;;1;0.02695;9.76;0.0;26.00;79.58;-0.01;0.00;
C1;E01;X33;;1;0.02774;10.27;0.0;26.20;79.94;-0.01;0.00;
C1;E02;X34;;1;0.02846;11.48;0.0;26.30;80.13;-0.01;0.00;
C1;E03;X35;;1;0.02909;11.77;0.0;26.40;80.39;-0.01;0.00;
C1;E04;X36;;1;0.02972;11.42;0.0;26.50;80.59;-0.01;0.00;
C1;E05;X37;;1;0.03040;11.45;0.0;26.60;80.92;-0.01;0.00;
C1;E06;X38;;1;0.03103;12.02;0.0;26.70;81.04;-0.01;0.00;
C1;E07;X39;;1;0.03173;12.02;0.0;26.90;81.17;-0.01;0.00;
C1;E08;X40;;1;0.03239;11.23;0.0;26.90;81.30;-0.01;0.00;
C1;F08;X48;;1;0.03303;10.84;0.0;27.00;81.36;-0.01;0.00;
C1;F07;X47;;1;0.03373;11.90;0.0;27.10;81.50;-0.01;0.00;
C1;F06;X46;;1;0.03436;11.60;0.0;27.20;81.55;-0.01;0.00;
C1;F05;X45;;1;0.03499;12.51;0.0;27.30;81.76;-0.01;0.00;
C1;F04;X44;;1;0.03569;12.60;0.0;27.40;81.89;-0.01;0.00;
C1;F03;X43;;1;0.03637;11.40;0.0;27.40;82.01;-0.01;0.00;
C1;F02;X42;;1;0.03700;11.17;0.0;27.50;82.34;-0.01;0.00;
C1;F01;X41;;1;0.03765;9.87;0.0;27.50;82.40;-0.01;0.00;
R;;;;1;0.07078;269.63;0.0;26.00;83.31;-0.01;0.00;test measure for referencing with gain 15 
C2;A01;X1;;1;0.07353;9.79;0.0;25.90;83.31;-0.01;0.00;
C2;A02;X2;;1;0.07417;9.99;0.0;25.90;83.18;-0.01;0.00;
C2;A03;X3;;1;0.07488;11.03;0.0;25.90;83.12;-0.01;0.00;
C2;A04;X4;;1;0.07552;10.04;0.0;25.80;83.18;-0.01;0.00;
C2;A05;X5;;1;0.07614;11.01;0.0;25.70;83.44;-0.01;0.00;
C2;A06;X6;;1;0.07681;10.05;0.0;25.70;83.45;-0.01;0.00;
C2;A07;X7;;1;0.07745;10.75;0.0;25.70;83.38;-0.01;0.00;
C2;A08;X8;;1;0.07808;10.74;0.0;25.70;83.57;-0.01;0.00;
C2;B08;X16;;1;0.07876;10.59;0.0;25.60;83.83;-0.01;0.00;
C2;B07;X15;;1;0.07940;11.98;0.0;25.50;83.83;-0.01;0.00;
C2;B06;X14;;1;0.08004;11.03;0.0;25.50;83.83;-0.01;0.00;
C2;B05;X13;;1;0.08070;11.35;0.0;25.50;83.90;-0.01;0.00;
C2;B04;X12;;1;0.08134;11.23;0.0;25.50;84.14;-0.01;0.00;
C2;B03;X11;;1;0.08197;11.08;0.0;25.50;84.44;-0.01;0.00;
C2;B02;X10;;1;0.08261;11.20;0.0;25.40;84.42;-0.01;0.00;
C2;B01;X9;;1;0.08334;10.57;0.0;25.40;84.54;-0.01;0.00;
C2;C01;X17;;1;0.08400;10.57;0.0;25.40;84.80;-0.01;0.00;
C2;C02;X18;;1;0.08462;11.56;0.0;25.40;85.00;-0.01;0.00;
C2;C03;X19;;1;0.08526;12.44;0.0;25.40;85.00;-0.01;0.00;
C2;C04;X20;;1;0.08588;11.52;0.0;25.30;85.00;-0.01;0.00;
C2;C05;X21;;1;0.08650;12.33;0.0;25.30;85.12;-0.01;0.00;
C2;C06;X22;;1;0.08716;11.41;0.0;25.30;85.64;-0.01;0.00;
C2;C07;X23;;1;0.08788;11.50;0.0;25.20;85.52;-0.01;0.00;
C2;C08;X24;;1;0.08850;11.24;0.0;25.20;85.32;-0.01;0.00;
C2;D08;X32;;1;0.08921;11.12;0.0;25.20;85.26;-0.01;0.00;
C2;D07;X31;;1;0.08985;11.60;0.0;25.20;85.26;-0.01;0.00;
C2;D06;X30;;1;0.09047;12.69;0.0;25.20;85.26;-0.01;0.00;
C2;D05;X29;;1;0.09109;12.34;0.0;25.10;85.13;-0.01;0.00;
C2;D04;X28;;1;0.09187;11.81;0.0;25.10;85.06;-0.01;0.00;
C2;D03;X27;;1;0.09249;12.51;0.0;25.10;85.20;-0.01;0.00;
C2;D02;X26;;1;0.09310;11.29;0.0;25.00;85.13;-0.01;0.00;
C2;D01;X25;;1;0.09372;10.26;0.0;25.00;85.07;-0.01;0.00;
C2;E01;X33;;1;0.09442;10.68;0.0;25.00;85.00;-0.01;0.00;
C2;E02;X34;;1;0.09505;11.68;0.0;25.00;85.13;-0.01;0.00;
C2;E03;X35;;1;0.09570;12.11;0.0;25.00;85.44;-0.01;0.00;
C2;E04;X36;;1;0.09635;12.38;0.0;24.90;85.33;-0.01;0.00;
C2;E05;X37;;1;0.09702;12.10;0.0;25.00;85.39;-0.01;0.00;
C2;E06;X38;;1;0.09765;13.01;0.0;24.90;85.58;-0.01;0.00;
C2;E07;X39;;1;0.09826;12.71;0.0;24.90;85.78;-0.01;0.00;
C2;E08;X40;;1;0.09888;11.60;0.0;24.90;85.84;-0.01;0.00;
C2;F08;X48;;1;0.09953;11.33;0.0;24.90;85.84;-0.01;0.00;
C2;F07;X47;;1;0.10020;12.64;0.0;24.90;85.84;-0.01;0.00;
C2;F06;X46;;1;0.10084;11.72;0.0;24.90;86.08;-0.01;0.00;
C2;F05;X45;;1;0.10154;13.57;0.0;24.90;86.24;-0.01;0.00;
C2;F04;X44;;1;0.10217;12.82;0.0;24.90;86.23;-0.01;0.00;
C2;F03;X43;;1;0.10281;11.63;0.0;24.90;86.36;-0.01;0.00;
C2;F02;X42;;1;0.10344;11.32;0.0;24.80;86.62;-0.01;0.00;
C2;F01;X41;;1;0.10409;10.36;0.0;24.80;86.68;-0.01;0.00;
R;;;;1;0.13767;269.01;0.0;24.60;93.17;-0.01;0.00;test measure for referencing with gain 15 
C3;A01;X1;;1;0.14038;9.85;0.0;24.60;93.61;-0.01;0.00;
C3;A02;X2;;1;0.14100;10.05;0.0;24.60;93.68;-0.01;0.00;
C3;A03;X3;;1;0.14162;11.00;0.0;24.60;93.75;-0.01;0.00;
C3;A04;X4;;1;0.14225;10.50;0.0;24.60;93.81;-0.01;0.00;
C3;A05;X5;;1;0.14291;11.16;0.0;24.60;93.94;-0.01;0.00;
C3;A06;X6;;1;0.14359;10.47;0.0;24.60;94.01;-0.01;0.00;
C3;A07;X7;;1;0.14426;11.22;0.0;24.60;94.01;-0.01;0.00;
C3;A08;X8;;1;0.14489;11.23;0.0;24.60;94.14;-0.01;0.00;
C3;B08;X16;;1;0.14554;10.56;0.0;24.60;94.23;-0.01;0.00;
C3;B07;X15;;1;0.14616;12.37;0.0;24.60;94.34;-0.01;0.00;
C3;B06;X14;;1;0.14684;11.28;0.0;24.60;94.40;-0.01;0.00;
C3;B05;X13;;1;0.14750;11.27;0.0;24.60;94.47;-0.01;0.00;
C3;B04;X12;;1;0.14814;11.01;0.0;24.60;94.52;-0.01;0.00;
C3;B03;X11;;1;0.14877;11.39;0.0;24.60;94.59;-0.01;0.00;
C3;B02;X10;;1;0.14940;11.28;0.0;24.60;94.65;-0.01;0.00;
C3;B01;X9;;1;0.15002;10.91;0.0;24.60;94.79;-0.01;0.00;
C3;C01;X17;;1;0.15070;10.87;0.0;24.60;94.91;-0.01;0.00;
C3;C02;X18;;1;0.15133;11.33;0.0;24.60;94.98;-0.01;0.00;
C3;C03;X19;;1;0.15197;12.73;0.0;24.60;95.04;-0.01;0.00;
C3;C04;X20;;1;0.15259;12.39;0.0;24.60;95.05;-0.01;0.00;
C3;C05;X21;;1;0.15322;12.73;0.0;24.60;95.11;-0.01;0.00;
C3;C06;X22;;1;0.15388;11.70;0.0;24.60;95.17;-0.01;0.00;
C3;C07;X23;;1;0.15451;12.65;0.0;24.60;95.24;-0.01;0.00;
C3;C08;X24;;1;0.15515;11.68;0.0;24.60;95.24;-0.01;0.00;
C3;D08;X32;;1;0.15580;12.41;0.0;24.60;95.36;-0.01;0.00;
C3;D07;X31;;1;0.15645;12.28;0.0;24.60;95.51;-0.01;0.00;
C3;D06;X30;;1;0.15713;12.41;0.0;24.60;95.57;-0.01;0.00;
C3;D05;X29;;1;0.15777;11.86;0.0;24.60;95.63;-0.01;0.00;
C3;D04;X28;;1;0.15840;12.54;0.0;24.60;95.63;-0.01;0.00;
C3;D03;X27;;1;0.15901;12.40;0.0;24.60;95.69;-0.01;0.00;
C3;D02;X26;;1;0.15963;11.66;0.0;24.60;95.82;-0.01;0.00;
C3;D01;X25;;1;0.16029;10.37;0.0;24.60;95.88;-0.01;0.00;
C3;E01;X33;;1;0.16094;10.90;0.0;24.60;95.88;-0.01;0.00;
C3;E02;X34;;1;0.16166;12.12;0.0;24.70;96.02;-0.01;0.00;
C3;E03;X35;;1;0.16229;12.67;0.0;24.60;96.08;-0.01;0.00;
C3;E04;X36;;1;0.16293;12.49;0.0;24.60;96.08;-0.01;0.00;
C3;E05;X37;;1;0.16356;12.32;0.0;24.70;96.15;-0.01;0.00;
C3;E06;X38;;1;0.16423;13.39;0.0;24.70;96.21;-0.01;0.00;
C3;E07;X39;;1;0.16496;13.30;0.0;24.70;96.21;-0.01;0.00;
C3;E08;X40;;1;0.16559;11.75;0.0;24.70;96.33;-0.01;0.00;
C3;F08;X48;;1;0.16624;11.27;0.0;24.70;96.28;-0.01;0.00;
C3;F07;X47;;1;0.16692;13.06;0.0;24.70;96.28;-0.01;0.00;
C3;F06;X46;;1;0.16756;12.45;0.0;24.70;96.28;-0.01;0.00;
C3;F05;X45;;1;0.16819;13.25;0.0;24.70;96.34;-0.01;0.00;
C3;F04;X44;;1;0.16884;13.05;0.0;24.70;96.34;-0.01;0.00;
C3;F03;X43;;1;0.16960;11.84;0.0;24.70;96.40;-0.01;0.00;
C3;F02;X42;;1;0.17023;11.57;0.0;24.70;96.30;-0.01;0.00;
C3;F01;X41;;1;0.17087;10.87;0.0;24.70;96.28;-0.01;0.00;
R;;;;1;0.20435;269.54;0.0;24.70;94.92;-0.01;0.00;test measure for referencing with gain 15 
C4;A01;X1;;1;0.20702;9.90;0.0;24.70;94.73;-0.01;0.00;
C4;A02;X2;;1;0.20764;9.99;0.0;24.70;94.66;-0.01;0.00;
C4;A03;X3;;1;0.20828;11.17;0.0;24.70;94.60;-0.01;0.00;
C4;A04;X4;;1;0.20898;10.60;0.0;24.70;94.53;-0.01;0.00;
C4;A05;X5;;1;0.20961;11.34;0.0;24.70;94.53;-0.01;0.00;
C4;A06;X6;;1;0.21024;10.56;0.0;24.70;94.56;-0.01;0.00;
C4;A07;X7;;1;0.21087;11.47;0.0;24.70;94.51;-0.01;0.00;
C4;A08;X8;;1;0.21150;11.14;0.0;24.70;94.48;-0.01;0.00;
C4;B08;X16;;1;0.21226;11.09;0.0;24.80;94.40;-0.01;0.00;
C4;B07;X15;;1;0.21294;12.03;0.0;24.70;94.28;-0.01;0.00;
C4;B06;X14;;1;0.21357;11.63;0.0;24.70;94.28;-0.01;0.00;
C4;B05;X13;;1;0.21421;11.60;0.0;24.80;94.28;-0.01;0.00;
C4;B04;X12;;1;0.21485;11.54;0.0;24.80;94.24;-0.01;0.00;
C4;B03;X11;;1;0.21548;11.19;0.0;24.80;94.20;-0.01;0.00;
C4;B02;X10;;1;0.21615;11.19;0.0;24.80;94.08;-0.01;0.00;
C4;B01;X9;;1;0.21684;10.63;0.0;24.80;94.08;-0.01;0.00;
C4;C01;X17;;1;0.21748;10.68;0.0;24.80;94.01;-0.01;0.00;
C4;C02;X18;;1;0.21811;11.68;0.0;24.80;93.95;-0.01;0.00;
C4;C03;X19;;1;0.21873;12.63;0.0;24.80;93.95;-0.01;0.00;
C4;C04;X20;;1;0.21939;12.59;0.0;24.80;93.95;-0.01;0.00;
C4;C05;X21;;1;0.22001;12.39;0.0;24.80;93.93;-0.01;0.00;
C4;C06;X22;;1;0.22074;11.83;0.0;24.80;93.76;-0.01;0.00;
C4;C07;X23;;1;0.22137;12.86;0.0;24.80;93.69;-0.01;0.00;
C4;C08;X24;;1;0.22200;12.13;0.0;24.80;93.69;-0.01;0.00;
C4;D08;X32;;1;0.22270;12.48;0.0;24.80;93.69;-0.01;0.00;
C4;D07;X31;;1;0.22333;12.32;0.0;24.90;93.69;-0.01;0.00;
C4;D06;X30;;1;0.22396;12.58;0.0;24.90;93.62;-0.01;0.00;
C4;D05;X29;;1;0.22459;12.40;0.0;24.80;93.61;-0.01;0.00;
C4;D04;X28;;1;0.22523;12.57;0.0;24.90;93.44;-0.01;0.00;
C4;D03;X27;;1;0.22585;12.74;0.0;24.90;93.44;-0.01;0.00;
C4;D02;X26;;1;0.22649;11.76;0.0;24.90;93.36;-0.01;0.00;
C4;D01;X25;;1;0.22711;10.67;0.0;24.90;93.30;-0.01;0.00;
C4;E01;X33;;1;0.22775;10.87;0.0;24.90;93.24;-0.01;0.00;
C4;E02;X34;;1;0.22841;12.11;0.0;24.90;93.24;-0.01;0.00;
C4;E03;X35;;1;0.22907;12.43;0.0;24.90;93.17;-0.01;0.00;
C4;E04;X36;;1;0.22976;12.58;0.0;24.90;93.23;-0.01;0.00;
C4;E05;X37;;1;0.23050;12.36;0.0;24.90;93.11;-0.01;0.00;
C4;E06;X38;;1;0.23111;12.90;0.0;24.90;93.11;-0.01;0.00;
C4;E07;X39;;1;0.23173;12.96;0.0;24.90;93.11;-0.01;0.00;
C4;E08;X40;;1;0.23235;12.34;0.0;24.90;93.11;-0.01;0.00;
C4;F08;X48;;1;0.23306;11.49;0.0;24.90;93.11;-0.01;0.00;
C4;F07;X47;;1;0.23375;13.07;0.0;24.90;93.08;-0.01;0.00;
C4;F06;X46;;1;0.23438;12.55;0.0;24.90;92.94;-0.01;0.00;
C4;F05;X45;;1;0.23501;13.11;0.0;24.90;92.92;-0.01;0.00;
C4;F04;X44;;1;0.23565;13.37;0.0;24.90;92.85;-0.01;0.00;
C4;F03;X43;;1;0.23633;12.27;0.0;24.90;92.78;-0.01;0.00;
C4;F02;X42;;1;0.23696;11.63;0.0;24.90;92.79;-0.01;0.00;
C4;F01;X41;;1;0.23761;11.02;0.0;24.90;92.78;-0.01;0.00;
R;;;;1;0.27098;269.46;0.0;25.00;91.25;-0.01;0.00;test measure for referencing with gain 15 
C5;A01;X1;;1;0.27371;10.65;0.0;25.00;91.16;-0.01;0.00;
C5;A02;X2;;1;0.27434;10.49;0.0;25.00;91.09;-0.01;0.00;
C5;A03;X3;;1;0.27502;11.23;0.0;25.00;91.07;-0.01;0.00;
C5;A04;X4;;1;0.27564;10.45;0.0;25.00;91.04;-0.01;0.00;
C5;A05;X5;;1;0.27627;11.15;0.0;25.00;91.03;-0.01;0.00;
C5;A06;X6;;1;0.27695;11.02;0.0;25.00;91.03;-0.01;0.00;
C5;A07;X7;;1;0.27757;11.63;0.0;25.00;91.03;-0.01;0.00;
C5;A08;X8;;1;0.27818;11.65;0.0;25.00;90.97;-0.01;0.00;
C5;B08;X16;;1;0.27883;11.37;0.0;25.00;90.97;-0.01;0.00;
C5;B07;X15;;1;0.27949;12.70;0.0;25.00;90.90;-0.01;0.00;
C5;B06;X14;;1;0.28011;11.45;0.0;25.00;90.97;-0.01;0.00;
C5;B05;X13;;1;0.28083;12.00;0.0;25.00;90.97;-0.01;0.00;
C5;B04;X12;;1;0.28148;11.57;0.0;25.00;90.90;-0.01;0.00;
C5;B03;X11;;1;0.28209;11.70;0.0;25.00;90.84;-0.01;0.00;
C5;B02;X10;;1;0.28271;11.44;0.0;25.00;90.84;-0.01;0.00;
C5;B01;X9;;1;0.28337;10.76;0.0;25.00;90.83;-0.01;0.00;
C5;C01;X17;;1;0.28402;11.08;0.0;25.00;90.83;-0.01;0.00;
C5;C02;X18;;1;0.28471;11.85;0.0;25.00;90.76;-0.01;0.00;
C5;C03;X19;;1;0.28548;12.80;0.0;25.00;90.71;-0.01;0.00;
C5;C04;X20;;1;0.28611;12.19;0.0;25.00;90.71;-0.01;0.00;
C5;C05;X21;;1;0.28673;12.45;0.0;25.00;90.71;-0.01;0.00;
C5;C06;X22;;1;0.28735;11.62;0.0;25.00;90.71;-0.01;0.00;
C5;C07;X23;;1;0.28803;12.97;0.0;25.00;90.71;-0.01;0.00;
C5;C08;X24;;1;0.28865;12.04;0.0;25.00;90.64;-0.01;0.00;
C5;D08;X32;;1;0.28937;12.34;0.0;25.00;90.62;-0.01;0.00;
C5;D07;X31;;1;0.29004;12.39;0.0;25.00;90.52;-0.01;0.00;
C5;D06;X30;;1;0.29066;12.78;0.0;25.00;90.51;-0.01;0.00;
C5;D05;X29;;1;0.29130;12.23;0.0;24.90;90.45;-0.01;0.00;
C5;D04;X28;;1;0.29193;12.56;0.0;25.00;90.44;-0.01;0.00;
C5;D03;X27;;1;0.29255;12.62;0.0;25.00;90.44;-0.01;0.00;
C5;D02;X26;;1;0.29320;11.68;0.0;25.00;90.45;-0.01;0.00;
C5;D01;X25;;1;0.29394;10.96;0.0;25.00;90.44;-0.01;0.00;
C5;E01;X33;;1;0.29460;11.13;0.0;25.00;90.39;-0.01;0.00;
C5;E02;X34;;1;0.29527;12.54;0.0;25.00;90.38;-0.01;0.00;
C5;E03;X35;;1;0.29590;12.49;0.0;25.00;90.39;-0.01;0.00;
C5;E04;X36;;1;0.29653;13.27;0.0;25.00;90.39;-0.01;0.00;
C5;E05;X37;;1;0.29717;12.35;0.0;25.00;90.32;-0.01;0.00;
C5;E06;X38;;1;0.29784;13.53;0.0;25.00;90.39;-0.01;0.00;
C5;E07;X39;;1;0.29856;13.16;0.0;25.00;90.33;-0.01;0.00;
C5;E08;X40;;1;0.29920;13.00;0.0;25.00;90.32;-0.01;0.00;
C5;F08;X48;;1;0.29992;11.87;0.0;25.00;90.32;-0.01;0.00;
C5;F07;X47;;1;0.30055;12.98;0.0;25.00;90.32;-0.01;0.00;
C5;F06;X46;;1;0.30117;12.54;0.0;25.00;90.32;-0.01;0.00;
C5;F05;X45;;1;0.30180;13.25;0.0;25.00;90.32;-0.01;0.00;
C5;F04;X44;;1;0.30260;13.83;0.0;25.00;90.33;-0.01;0.00;
C5;F03;X43;;1;0.30323;12.33;0.0;25.00;90.26;-0.01;0.00;
C5;F02;X42;;1;0.30391;11.63;0.0;25.00;90.19;-0.01;0.00;
C5;F01;X41;;1;0.30454;10.51;0.0;25.00;90.19;-0.01;0.00;
R;;;;1;0.33765;270.15;0.0;25.00;89.48;-0.01;0.00;test measure for referencing with gain 15 
C6;A01;X1;;1;0.34036;10.34;0.0;25.00;89.49;-0.01;0.00;
C6;A02;X2;;1;0.34118;10.46;0.0;25.00;89.41;-0.01;0.00;
C6;A03;X3;;1;0.34186;11.22;0.0;25.00;89.48;-0.01;0.00;
C6;A04;X4;;1;0.34249;10.68;0.0;25.00;89.41;-0.01;0.00;
C6;A05;X5;;1;0.34313;10.88;0.0;25.00;89.41;-0.01;0.00;
C6;A06;X6;;1;0.34380;10.60;0.0;25.00;89.49;-0.01;0.00;
C6;A07;X7;;1;0.34443;11.28;0.0;25.00;89.41;-0.01;0.00;
C6;A08;X8;;1;0.34506;11.51;0.0;24.90;89.48;-0.01;0.00;
C6;B08;X16;;1;0.34578;11.99;0.0;25.00;89.48;-0.01;0.00;
C6;B07;X15;;1;0.34645;12.56;0.0;25.00;89.48;-0.01;0.00;
C6;B06;X14;;1;0.34711;11.66;0.0;25.00;89.48;-0.01;0.00;
C6;B05;X13;;1;0.34773;11.57;0.0;25.00;89.48;-0.01;0.00;
C6;B04;X12;;1;0.34835;11.35;0.0;24.90;89.47;-0.01;0.00;
C6;B03;X11;;1;0.34897;11.42;0.0;25.00;89.42;-0.01;0.00;
C6;B02;X10;;1;0.34972;11.52;0.0;25.00;89.41;-0.01;0.00;
C6;B01;X9;;1;0.35036;10.77;0.0;25.00;89.35;-0.01;0.00;
C6;C01;X17;;1;0.35103;11.10;0.0;25.00;89.35;-0.01;0.00;
C6;C02;X18;;1;0.35166;11.98;0.0;25.00;89.35;-0.01;0.00;
C6;C03;X19;;1;0.35229;12.89;0.0;25.00;89.35;-0.01;0.00;
C6;C04;X20;;1;0.35291;12.17;0.0;25.00;89.34;-0.01;0.00;
C6;C05;X21;;1;0.35361;12.53;0.0;25.00;89.29;-0.01;0.00;
C6;C06;X22;;1;0.35431;11.72;0.0;25.00;89.29;-0.01;0.00;
C6;C07;X23;;1;0.35495;12.40;0.0;25.00;89.29;-0.01;0.00;
C6;C08;X24;;1;0.35558;12.30;0.0;25.00;89.29;-0.01;0.00;
C6;D08;X32;;1;0.35622;12.05;0.0;25.00;89.22;-0.01;0.00;
C6;D07;X31;;1;0.35687;12.28;0.0;25.00;89.23;-0.01;0.00;
C6;D06;X30;;1;0.35749;13.49;0.0;24.90;89.27;-0.01;0.00;
C6;D05;X29;;1;0.35820;13.02;0.0;25.00;89.16;-0.01;0.00;
C6;D04;X28;;1;0.35883;12.49;0.0;25.00;89.22;-0.01;0.00;
C6;D03;X27;;1;0.35946;12.91;0.0;25.00;89.22;-0.01;0.00;
C6;D02;X26;;1;0.36008;12.07;0.0;25.00;89.22;-0.01;0.00;
C6;D01;X25;;1;0.36077;10.76;0.0;25.00;89.22;-0.01;0.00;
C6;E01;X33;;1;0.36142;11.40;0.0;24.90;89.22;-0.01;0.00;
C6;E02;X34;;1;0.36205;12.34;0.0;25.00;89.18;-0.01;0.00;
C6;E03;X35;;1;0.36269;12.51;0.0;25.00;89.23;-0.01;0.00;
C6;E04;X36;;1;0.36333;12.75;0.0;25.00;89.23;-0.01;0.00;
C6;E05;X37;;1;0.36395;13.09;0.0;25.00;89.15;-0.01;0.00;
C6;E06;X38;;1;0.36462;13.15;0.0;25.00;89.15;-0.01;0.00;
C6;E07;X39;;1;0.36525;13.22;0.0;25.00;89.09;-0.01;0.00;
C6;E08;X40;;1;0.36589;12.93;0.0;25.00;89.16;-0.01;0.00;
C6;F08;X48;;1;0.36661;11.69;0.0;25.00;89.18;-0.01;0.00;
C6;F07;X47;;1;0.36734;13.26;0.0;25.00;89.09;-0.01;0.00;
C6;F06;X46;;1;0.36799;12.35;0.0;25.00;89.09;-0.01;0.00;
C6;F05;X45;;1;0.36861;13.56;0.0;25.00;89.09;-0.01;0.00;
C6;F04;X44;;1;0.36928;13.48;0.0;25.00;89.09;-0.01;0.00;
C6;F03;X43;;1;0.36992;11.90;0.0;25.00;89.03;-0.01;0.00;
C6;F02;X42;;1;0.37054;11.80;0.0;25.00;89.03;-0.01;0.00;
C6;F01;X41;;1;0.37122;10.97;0.0;25.00;89.05;-0.01;0.00;
R;;;;1;0.40431;270.46;0.0;25.00;88.57;-0.01;0.00;test measure for referencing with gain 15 
C7;A01;X1;;1;0.40708;10.52;0.0;25.00;88.51;-0.01;0.00;
C7;A02;X2;;1;0.40771;10.39;0.0;25.00;88.51;-0.01;0.00;
C7;A03;X3;;1;0.40835;11.55;0.0;25.00;88.58;-0.01;0.00;
