FILENAME;\Hard Disk2\Result\ReHa_CatIB_VK_20220221_210412.csv
PROTOCOL;ReHa_CatIB_VK
FILE_VERSION;3.3;
DATE START;2022-02-21;21:04:02
DATE END;2022-02-22;15:04:00;;Last Reading;270;Timestamp;101828600                      
DEVICE;BL098-CX_349F39
USER;ReHa;COMMENT;no comment available
PLATETYPE;MTP-48-FlowerPlate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
C1;F01;X41;;1;0.03778;11.51;0.0;27.70;51.76;-0.01;0.00;
R;;;;1;0.07093;286.61;0.0;33.30;45.60;-0.01;0.00;test measure for referencing with gain 15 
C2;A01;X1;;1;0.07371;10.31;0.0;33.70;45.08;-0.01;0.00;
C2;A02;X2;;1;0.07434;10.53;0.0;33.70;45.02;-0.01;0.00;
C2;A03;X3;;1;0.07502;10.86;0.0;33.80;44.96;-0.01;0.00;
C2;A04;X4;;1;0.07566;9.99;0.0;33.90;44.81;-0.01;0.00;
C2;A05;X5;;1;0.07636;10.57;0.0;33.90;44.69;-0.01;0.00;
C2;A06;X6;;1;0.07707;9.99;0.0;34.00;44.63;-0.01;0.00;
C2;A07;X7;;1;0.07769;11.09;0.0;34.10;44.56;-0.01;0.00;
C2;A08;X8;;1;0.07834;10.02;0.0;34.20;44.44;-0.01;0.00;
C2;B08;X16;;1;0.07899;10.26;0.0;34.20;44.37;-0.01;0.00;
C2;B07;X15;;1;0.07963;12.93;0.0;34.30;44.37;-0.01;0.00;
C2;B06;X14;;1;0.08031;10.64;0.0;34.40;44.11;-0.01;0.00;
C2;B05;X13;;1;0.08094;11.44;0.0;34.40;43.98;-0.01;0.00;
C2;B04;X12;;1;0.08157;11.40;0.0;34.50;43.92;-0.01;0.00;
C2;B03;X11;;1;0.08220;11.43;0.0;34.50;43.85;-0.01;0.00;
C2;B02;X10;;1;0.08282;10.21;0.0;34.60;43.79;-0.01;0.00;
C2;B01;X9;;1;0.08345;10.38;0.0;34.70;43.73;-0.01;0.00;
C2;C01;X17;;1;0.08409;11.01;0.0;34.70;43.60;-0.01;0.00;
C2;C02;X18;;1;0.08474;10.94;0.0;34.90;43.53;-0.01;0.00;
C2;C03;X19;;1;0.08537;12.39;0.0;34.90;43.32;-0.01;0.00;
C2;C04;X20;;1;0.08600;11.20;0.0;34.90;43.22;-0.01;0.00;
C2;C05;X21;;1;0.08663;11.88;0.0;35.00;43.14;-0.01;0.00;
C2;C06;X22;;1;0.08725;11.24;0.0;35.00;43.08;-0.01;0.00;
C2;C07;X23;;1;0.08791;11.62;0.0;35.10;43.01;-0.01;0.00;
C2;C08;X24;;1;0.08853;10.92;0.0;35.20;42.95;-0.01;0.00;
C2;D08;X32;;1;0.08919;13.12;0.0;35.20;42.88;-0.01;0.00;
C2;D07;X31;;1;0.08989;11.77;0.0;35.30;42.81;-0.01;0.00;
C2;D06;X30;;1;0.09051;12.53;0.0;35.40;42.73;-0.01;0.00;
C2;D05;X29;;1;0.09113;11.31;0.0;35.40;42.59;-0.01;0.00;
C2;D04;X28;;1;0.09175;11.64;0.0;35.40;42.44;-0.01;0.00;
C2;D03;X27;;1;0.09242;11.83;0.0;35.50;42.37;-0.01;0.00;
C2;D02;X26;;1;0.09311;11.46;0.0;35.50;42.30;-0.01;0.00;
C2;D01;X25;;1;0.09374;10.68;0.0;35.60;42.23;-0.01;0.00;
C2;E01;X33;;1;0.09439;10.27;0.0;35.70;42.16;-0.01;0.00;
C2;E02;X34;;1;0.09506;12.80;0.0;35.70;42.17;-0.01;0.00;
C2;E03;X35;;1;0.09568;12.29;0.0;35.80;42.11;-0.01;0.00;
C2;E04;X36;;1;0.09631;12.50;0.0;35.90;41.99;-0.01;0.00;
C2;E05;X37;;1;0.09696;11.54;0.0;35.90;41.91;-0.01;0.00;
C2;E06;X38;;1;0.09774;12.64;0.0;36.00;41.78;-0.01;0.00;
C2;E07;X39;;1;0.09837;12.84;0.0;36.00;41.71;-0.01;0.00;
C2;E08;X40;;1;0.09900;12.26;0.0;36.10;41.65;-0.01;0.00;
C2;F08;X48;;1;0.09967;10.70;0.0;36.10;41.64;-0.01;0.00;
C2;F07;X47;;1;0.10030;12.40;0.0;36.20;41.56;-0.01;0.00;
C2;F06;X46;;1;0.10097;13.14;0.0;36.20;41.46;-0.01;0.00;
C2;F05;X45;;1;0.10176;12.39;0.0;36.30;41.26;-0.01;0.00;
C2;F04;X44;;1;0.10240;13.83;0.0;36.40;41.20;-0.01;0.00;
C2;F03;X43;;1;0.10301;11.24;0.0;36.40;41.13;-0.01;0.00;
C2;F02;X42;;1;0.10363;11.40;0.0;36.50;41.07;-0.01;0.00;
C2;F01;X41;;1;0.10427;11.57;0.0;36.50;41.06;-0.01;0.00;
R;;;;1;0.13746;286.97;0.0;37.90;39.05;-0.01;0.00;test measure for referencing with gain 15 
C3;A01;X1;;1;0.14018;10.82;0.0;37.90;39.18;-0.01;0.00;
C3;A02;X2;;1;0.14082;9.82;0.0;37.90;39.18;-0.01;0.00;
C3;A03;X3;;1;0.14152;10.69;0.0;37.90;39.25;-0.01;0.00;
C3;A04;X4;;1;0.14214;10.25;0.0;37.90;39.26;-0.01;0.00;
C3;A05;X5;;1;0.14279;10.49;0.0;37.90;39.25;-0.01;0.00;
C3;A06;X6;;1;0.14342;9.95;0.0;37.90;39.19;-0.01;0.00;
C3;A07;X7;;1;0.14408;12.21;0.0;37.90;39.25;-0.01;0.00;
C3;A08;X8;;1;0.14476;11.04;0.0;37.80;39.25;-0.01;0.00;
C3;B08;X16;;1;0.14549;10.21;0.0;37.80;39.33;-0.01;0.00;
C3;B07;X15;;1;0.14611;12.86;0.0;37.80;39.40;-0.01;0.00;
C3;B06;X14;;1;0.14674;10.99;0.0;37.70;39.51;-0.01;0.00;
C3;B05;X13;;1;0.14741;11.83;0.0;37.70;39.51;-0.01;0.00;
C3;B04;X12;;1;0.14803;10.68;0.0;37.70;39.50;-0.01;0.00;
C3;B03;X11;;1;0.14866;12.01;0.0;37.70;39.51;-0.01;0.00;
C3;B02;X10;;1;0.14930;10.50;0.0;37.70;39.50;-0.01;0.00;
C3;B01;X9;;1;0.14993;10.11;0.0;37.70;39.57;-0.01;0.00;
C3;C01;X17;;1;0.15061;11.39;0.0;37.70;39.64;-0.01;0.00;
C3;C02;X18;;1;0.15123;10.82;0.0;37.70;39.76;-0.01;0.00;
C3;C03;X19;;1;0.15186;11.34;0.0;37.70;39.78;-0.01;0.00;
C3;C04;X20;;1;0.15248;12.08;0.0;37.70;39.84;-0.01;0.00;
C3;C05;X21;;1;0.15327;11.27;0.0;37.60;39.89;-0.01;0.00;
C3;C06;X22;;1;0.15407;11.45;0.0;37.60;39.92;-0.01;0.00;
C3;C07;X23;;1;0.15469;11.45;0.0;37.60;40.05;-0.01;0.00;
C3;C08;X24;;1;0.15533;11.12;0.0;37.50;40.10;-0.01;0.00;
C3;D08;X32;;1;0.15600;12.39;0.0;37.50;40.09;-0.01;0.00;
C3;D07;X31;;1;0.15664;11.94;0.0;37.50;40.09;-0.01;0.00;
C3;D06;X30;;1;0.15726;12.10;0.0;37.50;40.15;-0.01;0.00;
C3;D05;X29;;1;0.15788;11.11;0.0;37.50;40.21;-0.01;0.00;
C3;D04;X28;;1;0.15856;11.74;0.0;37.50;40.22;-0.01;0.00;
C3;D03;X27;;1;0.15919;12.22;0.0;37.50;40.28;-0.01;0.00;
C3;D02;X26;;1;0.15984;11.87;0.0;37.50;40.34;-0.01;0.00;
C3;D01;X25;;1;0.16046;10.36;0.0;37.50;40.38;-0.01;0.00;
C3;E01;X33;;1;0.16110;10.45;0.0;37.50;40.35;-0.01;0.00;
C3;E02;X34;;1;0.16184;12.62;0.0;37.50;40.34;-0.01;0.00;
C3;E03;X35;;1;0.16247;12.43;0.0;37.50;40.41;-0.01;0.00;
C3;E04;X36;;1;0.16309;12.40;0.0;37.50;40.41;-0.01;0.00;
C3;E05;X37;;1;0.16372;11.81;0.0;37.50;40.47;-0.01;0.00;
C3;E06;X38;;1;0.16433;13.13;0.0;37.50;40.54;-0.01;0.00;
C3;E07;X39;;1;0.16499;12.91;0.0;37.50;40.70;-0.01;0.00;
C3;E08;X40;;1;0.16562;13.30;0.0;37.40;40.75;-0.01;0.00;
C3;F08;X48;;1;0.16650;12.07;0.0;37.40;40.80;-0.01;0.00;
C3;F07;X47;;1;0.16713;12.63;0.0;37.40;40.87;-0.01;0.00;
C3;F06;X46;;1;0.16775;14.00;0.0;37.40;40.86;-0.01;0.00;
C3;F05;X45;;1;0.16838;12.45;0.0;37.40;40.99;-0.01;0.00;
C3;F04;X44;;1;0.16907;13.93;0.0;37.40;41.06;-0.01;0.00;
C3;F03;X43;;1;0.16970;11.07;0.0;37.40;41.12;-0.01;0.00;
C3;F02;X42;;1;0.17056;12.32;0.0;37.40;41.12;-0.01;0.00;
C3;F01;X41;;1;0.17120;11.80;0.0;37.40;41.18;-0.01;0.00;
R;;;;1;0.20425;286.53;0.0;37.20;43.97;-0.01;0.00;test measure for referencing with gain 15 
C4;A01;X1;;1;0.20701;10.59;0.0;37.20;44.16;-0.01;0.00;
C4;A02;X2;;1;0.20764;10.35;0.0;37.20;44.23;-0.01;0.00;
C4;A03;X3;;1;0.20828;10.53;0.0;37.20;44.22;-0.01;0.00;
C4;A04;X4;;1;0.20891;10.18;0.0;37.20;44.35;-0.01;0.00;
C4;A05;X5;;1;0.20959;10.38;0.0;37.20;44.35;-0.01;0.00;
C4;A06;X6;;1;0.21021;10.06;0.0;37.20;44.42;-0.01;0.00;
C4;A07;X7;;1;0.21084;10.98;0.0;37.20;44.54;-0.01;0.00;
C4;A08;X8;;1;0.21145;10.93;0.0;37.20;44.64;-0.01;0.00;
C4;B08;X16;;1;0.21212;10.84;0.0;37.20;44.62;-0.01;0.00;
C4;B07;X15;;1;0.21273;13.34;0.0;37.20;44.74;-0.01;0.00;
C4;B06;X14;;1;0.21341;11.08;0.0;37.20;44.75;-0.01;0.00;
C4;B05;X13;;1;0.21404;11.69;0.0;37.20;44.81;-0.01;0.00;
C4;B04;X12;;1;0.21466;11.38;0.0;37.20;44.87;-0.01;0.00;
C4;B03;X11;;1;0.21529;11.65;0.0;37.20;44.94;-0.01;0.00;
C4;B02;X10;;1;0.21594;10.55;0.0;37.20;45.00;-0.01;0.00;
C4;B01;X9;;1;0.21657;10.11;0.0;37.20;45.16;-0.01;0.00;
C4;C01;X17;;1;0.21724;11.72;0.0;37.20;45.13;-0.01;0.00;
C4;C02;X18;;1;0.21802;11.09;0.0;37.20;45.26;-0.01;0.00;
C4;C03;X19;;1;0.21865;11.79;0.0;37.20;45.33;-0.01;0.00;
C4;C04;X20;;1;0.21928;11.51;0.0;37.20;45.46;-0.01;0.00;
C4;C05;X21;;1;0.21995;11.15;0.0;37.20;45.45;-0.01;0.00;
C4;C06;X22;;1;0.22057;10.89;0.0;37.20;45.60;-0.01;0.00;
C4;C07;X23;;1;0.22120;12.12;0.0;37.20;45.60;-0.01;0.00;
C4;C08;X24;;1;0.22196;11.68;0.0;37.20;45.65;-0.01;0.00;
C4;D08;X32;;1;0.22260;13.29;0.0;37.20;45.71;-0.01;0.00;
C4;D07;X31;;1;0.22324;11.88;0.0;37.20;45.78;-0.01;0.00;
C4;D06;X30;;1;0.22387;12.01;0.0;37.20;45.84;-0.01;0.00;
C4;D05;X29;;1;0.22455;11.90;0.0;37.20;45.84;-0.01;0.00;
C4;D04;X28;;1;0.22517;12.88;0.0;37.20;46.00;-0.01;0.00;
C4;D03;X27;;1;0.22578;12.31;0.0;37.20;46.00;-0.01;0.00;
C4;D02;X26;;1;0.22642;11.12;0.0;37.20;46.04;-0.01;0.00;
C4;D01;X25;;1;0.22707;10.82;0.0;37.20;46.10;-0.01;0.00;
C4;E01;X33;;1;0.22770;10.84;0.0;37.20;46.17;-0.01;0.00;
C4;E02;X34;;1;0.22832;12.68;0.0;37.20;46.17;-0.01;0.00;
C4;E03;X35;;1;0.22895;12.78;0.0;37.20;46.23;-0.01;0.00;
C4;E04;X36;;1;0.22958;12.33;0.0;37.20;46.29;-0.01;0.00;
C4;E05;X37;;1;0.23026;11.28;0.0;37.20;46.30;-0.01;0.00;
C4;E06;X38;;1;0.23097;12.53;0.0;37.20;46.43;-0.01;0.00;
C4;E07;X39;;1;0.23164;12.36;0.0;37.20;46.42;-0.01;0.00;
C4;E08;X40;;1;0.23226;13.70;0.0;37.20;46.42;-0.01;0.00;
C4;F08;X48;;1;0.23297;10.96;0.0;37.20;46.49;-0.01;0.00;
C4;F07;X47;;1;0.23360;13.17;0.0;37.20;46.55;-0.01;0.00;
C4;F06;X46;;1;0.23423;13.51;0.0;37.20;46.55;-0.01;0.00;
C4;F05;X45;;1;0.23499;12.17;0.0;37.20;46.69;-0.01;0.00;
C4;F04;X44;;1;0.23563;13.83;0.0;37.20;46.69;-0.01;0.00;
C4;F03;X43;;1;0.23624;11.63;0.0;37.20;46.69;-0.01;0.00;
C4;F02;X42;;1;0.23692;12.92;0.0;37.20;46.68;-0.01;0.00;
C4;F01;X41;;1;0.23755;11.63;0.0;37.20;46.75;-0.01;0.00;
R;;;;1;0.27116;285.67;0.0;37.00;49.53;-0.01;0.00;test measure for referencing with gain 15 
C5;A01;X1;;1;0.27400;10.49;0.0;37.00;49.85;-0.01;0.00;
C5;A02;X2;;1;0.27464;9.46;0.0;37.00;49.92;-0.01;0.00;
C5;A03;X3;;1;0.27532;11.31;0.0;37.00;49.98;-0.01;0.00;
C5;A04;X4;;1;0.27596;10.40;0.0;37.00;49.99;-0.01;0.00;
C5;A05;X5;;1;0.27659;10.63;0.0;37.00;49.99;-0.01;0.00;
C5;A06;X6;;1;0.27721;10.17;0.0;37.00;50.11;-0.01;0.00;
C5;A07;X7;;1;0.27793;11.23;0.0;37.00;50.26;-0.01;0.00;
C5;A08;X8;;1;0.27856;11.64;0.0;37.00;50.25;-0.01;0.00;
C5;B08;X16;;1;0.27925;11.14;0.0;37.00;50.32;-0.01;0.00;
C5;B07;X15;;1;0.27988;12.25;0.0;37.00;50.31;-0.01;0.00;
C5;B06;X14;;1;0.28051;10.92;0.0;37.00;50.31;-0.01;0.00;
C5;B05;X13;;1;0.28115;11.91;0.0;37.10;50.38;-0.01;0.00;
C5;B04;X12;;1;0.28179;11.38;0.0;37.00;50.38;-0.01;0.00;
C5;B03;X11;;1;0.28244;11.71;0.0;37.00;50.46;-0.01;0.00;
C5;B02;X10;;1;0.28308;11.08;0.0;37.00;50.58;-0.01;0.00;
C5;B01;X9;;1;0.28372;10.49;0.0;37.00;50.57;-0.01;0.00;
C5;C01;X17;;1;0.28440;10.99;0.0;37.10;50.64;-0.01;0.00;
C5;C02;X18;;1;0.28503;10.32;0.0;37.10;50.70;-0.01;0.00;
C5;C03;X19;;1;0.28566;12.95;0.0;37.10;50.76;-0.01;0.00;
C5;C04;X20;;1;0.28642;11.58;0.0;37.10;50.77;-0.01;0.00;
C5;C05;X21;;1;0.28712;11.86;0.0;37.10;50.77;-0.01;0.00;
C5;C06;X22;;1;0.28775;11.51;0.0;37.10;50.76;-0.01;0.00;
C5;C07;X23;;1;0.28840;12.06;0.0;37.10;50.83;-0.01;0.00;
C5;C08;X24;;1;0.28902;11.46;0.0;37.10;50.83;-0.01;0.00;
C5;D08;X32;;1;0.28967;13.06;0.0;37.10;50.83;-0.01;0.00;
C5;D07;X31;;1;0.29038;11.17;0.0;37.10;50.89;-0.01;0.00;
C5;D06;X30;;1;0.29106;12.77;0.0;37.20;50.97;-0.01;0.00;
C5;D05;X29;;1;0.29170;11.93;0.0;37.20;50.97;-0.01;0.00;
C5;D04;X28;;1;0.29237;11.80;0.0;37.10;51.03;-0.01;0.00;
C5;D03;X27;;1;0.29300;12.99;0.0;37.20;51.03;-0.01;0.00;
C5;D02;X26;;1;0.29363;11.71;0.0;37.20;51.09;-0.01;0.00;
C5;D01;X25;;1;0.29425;10.36;0.0;37.10;51.09;-0.01;0.00;
C5;E01;X33;;1;0.29505;10.90;0.0;37.20;51.11;-0.01;0.00;
C5;E02;X34;;1;0.29575;12.77;0.0;37.20;51.09;-0.01;0.00;
C5;E03;X35;;1;0.29637;13.03;0.0;37.20;51.09;-0.01;0.00;
C5;E04;X36;;1;0.29699;12.83;0.0;37.20;51.09;-0.01;0.00;
C5;E05;X37;;1;0.29761;13.16;0.0;37.20;51.09;-0.01;0.00;
C5;E06;X38;;1;0.29826;12.70;0.0;37.20;51.15;-0.01;0.00;
C5;E07;X39;;1;0.29889;12.31;0.0;37.20;51.15;-0.01;0.00;
C5;E08;X40;;1;0.29959;12.17;0.0;37.20;51.15;-0.01;0.00;
C5;F08;X48;;1;0.30038;10.42;0.0;37.20;51.22;-0.01;0.00;
C5;F07;X47;;1;0.30100;12.37;0.0;37.20;51.22;-0.01;0.00;
C5;F06;X46;;1;0.30162;13.02;0.0;37.20;51.28;-0.01;0.00;
C5;F05;X45;;1;0.30229;12.96;0.0;37.20;51.34;-0.01;0.00;
C5;F04;X44;;1;0.30292;13.77;0.0;37.20;51.35;-0.01;0.00;
C5;F03;X43;;1;0.30362;11.49;0.0;37.20;51.43;-0.01;0.00;
C5;F02;X42;;1;0.30426;11.08;0.0;37.20;51.44;-0.01;0.00;
C5;F01;X41;;1;0.30488;12.31;0.0;37.20;51.43;-0.01;0.00;
R;;;;1;0.33761;285.69;0.0;37.10;52.77;-0.01;0.00;test measure for referencing with gain 15 
C6;A01;X1;;1;0.34049;10.01;0.0;37.10;52.96;-0.01;0.00;
C6;A02;X2;;1;0.34110;10.05;0.0;37.10;52.96;-0.01;0.00;
C6;A03;X3;;1;0.34177;10.67;0.0;37.10;52.90;-0.01;0.00;
C6;A04;X4;;1;0.34241;10.46;0.0;37.10;52.96;-0.01;0.00;
C6;A05;X5;;1;0.34312;10.10;0.0;37.10;52.96;-0.01;0.00;
C6;A06;X6;;1;0.34375;10.96;0.0;37.10;53.03;-0.01;0.00;
C6;A07;X7;;1;0.34438;12.08;0.0;37.10;53.05;-0.01;0.00;
C6;A08;X8;;1;0.34501;10.52;0.0;37.10;53.03;-0.01;0.00;
C6;B08;X16;;1;0.34568;12.09;0.0;37.10;53.03;-0.01;0.00;
C6;B07;X15;;1;0.34632;12.25;0.0;37.10;53.03;-0.01;0.00;
C6;B06;X14;;1;0.34696;11.78;0.0;37.10;53.03;-0.01;0.00;
C6;B05;X13;;1;0.34761;11.65;0.0;37.10;53.03;-0.01;0.00;
C6;B04;X12;;1;0.34824;11.54;0.0;37.20;53.03;-0.01;0.00;
C6;B03;X11;;1;0.34887;11.90;0.0;37.10;53.03;-0.01;0.00;
C6;B02;X10;;1;0.34948;10.64;0.0;37.10;53.14;-0.01;0.00;
C6;B01;X9;;1;0.35014;10.31;0.0;37.10;53.11;-0.01;0.00;
C6;C01;X17;;1;0.35087;11.64;0.0;37.20;53.16;-0.01;0.00;
C6;C02;X18;;1;0.35150;11.31;0.0;37.20;53.16;-0.01;0.00;
C6;C03;X19;;1;0.35213;12.78;0.0;37.20;53.22;-0.01;0.00;
C6;C04;X20;;1;0.35275;11.16;0.0;37.20;53.23;-0.01;0.00;
C6;C05;X21;;1;0.35342;11.22;0.0;37.10;53.22;-0.01;0.00;
C6;C06;X22;;1;0.35404;11.86;0.0;37.20;53.27;-0.01;0.00;
C6;C07;X23;;1;0.35468;12.02;0.0;37.20;53.27;-0.01;0.00;
C6;C08;X24;;1;0.35531;11.27;0.0;37.20;53.29;-0.01;0.00;
C6;D08;X32;;1;0.35600;13.51;0.0;37.10;53.28;-0.01;0.00;
C6;D07;X31;;1;0.35662;12.01;0.0;37.10;53.29;-0.01;0.00;
C6;D06;X30;;1;0.35724;12.98;0.0;37.10;53.35;-0.01;0.00;
C6;D05;X29;;1;0.35788;12.35;0.0;37.20;53.29;-0.01;0.00;
C6;D04;X28;;1;0.35849;12.23;0.0;37.10;53.35;-0.01;0.00;
C6;D03;X27;;1;0.35914;12.14;0.0;37.10;53.42;-0.01;0.00;
C6;D02;X26;;1;0.35984;12.04;0.0;37.10;53.43;-0.01;0.00;
C6;D01;X25;;1;0.36047;11.11;0.0;37.10;53.36;-0.01;0.00;
C6;E01;X33;;1;0.36112;10.33;0.0;37.10;53.42;-0.01;0.00;
C6;E02;X34;;1;0.36175;12.40;0.0;37.10;53.42;-0.01;0.00;
C6;E03;X35;;1;0.36243;12.83;0.0;37.10;53.41;-0.01;0.00;
C6;E04;X36;;1;0.36306;12.66;0.0;37.10;53.42;-0.01;0.00;
C6;E05;X37;;1;0.36375;12.41;0.0;37.10;53.48;-0.01;0.00;
C6;E06;X38;;1;0.36453;13.64;0.0;37.10;53.54;-0.01;0.00;
C6;E07;X39;;1;0.36519;12.63;0.0;37.10;53.61;-0.01;0.00;
C6;E08;X40;;1;0.36582;13.05;0.0;37.10;53.68;-0.01;0.00;
C6;F08;X48;;1;0.36647;11.24;0.0;37.10;53.68;-0.01;0.00;
C6;F07;X47;;1;0.36708;12.84;0.0;37.10;53.68;-0.01;0.00;
C6;F06;X46;;1;0.36770;14.00;0.0;37.10;53.74;-0.01;0.00;
C6;F05;X45;;1;0.36833;12.49;0.0;37.10;53.75;-0.01;0.00;
C6;F04;X44;;1;0.36896;13.10;0.0;37.00;53.81;-0.01;0.00;
C6;F03;X43;;1;0.36959;12.32;0.0;37.10;53.76;-0.01;0.00;
C6;F02;X42;;1;0.37022;12.15;0.0;37.00;53.81;-0.01;0.00;
C6;F01;X41;;1;0.37086;11.31;0.0;37.10;53.81;-0.01;0.00;
R;;;;1;0.40429;285.33;0.0;37.10;55.23;-0.01;0.00;test measure for referencing with gain 15 
C7;A01;X1;;1;0.40713;10.45;0.0;37.10;55.36;-0.01;0.00;
C7;A02;X2;;1;0.40776;10.05;0.0;37.10;55.35;-0.01;0.00;
C7;A03;X3;;1;0.40839;10.87;0.0;37.10;55.36;-0.01;0.00;
