FILENAME;\Hard Disk2\Result\ReHa_CatIB_HK_20220118_140214.csv
PROTOCOL;ReHa_CatIB_HK
FILE_VERSION;3.3;
DATE START;2022-01-18;14:02:03
DATE END;2022-01-21;14:02:02;;Last Reading;1080;Timestamp;99287478                     
DEVICE;BL098-CX_349F39
USER;ReHa;COMMENT;no comment available
PLATETYPE;MTP-48-FlowerPlate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
C1;C05;X21;;1;0.02141;10.85;0.0;23.30;75.35;-0.01;0.00;
C1;C06;X22;;1;0.02209;10.13;0.0;23.40;75.74;-0.01;0.00;
C1;C07;X23;;1;0.02272;11.01;0.0;23.50;76.13;-0.01;0.00;
C1;C08;X24;;1;0.02340;10.51;0.0;23.70;76.69;-0.01;0.00;
C1;D08;X32;;1;0.02424;10.22;0.0;23.90;77.04;-0.01;0.00;
C1;D07;X31;;1;0.02489;13.82;0.0;24.00;77.29;-0.01;0.00;
C1;D06;X30;;1;0.02566;11.40;0.0;24.20;77.66;-0.01;0.00;
C1;D05;X29;;1;0.02638;11.42;0.0;24.40;77.94;-0.01;0.00;
C1;D04;X28;;1;0.02699;11.09;0.0;24.50;78.14;-0.01;0.00;
C1;D03;X27;;1;0.02769;11.38;0.0;24.60;78.26;-0.01;0.00;
C1;D02;X26;;1;0.02841;10.69;0.0;24.80;78.33;-0.01;0.00;
C1;D01;X25;;1;0.02909;9.46;0.0;24.90;78.51;-0.01;0.00;
C1;E01;X33;;1;0.02986;10.28;0.0;25.00;78.59;-0.01;0.00;
C1;E02;X34;;1;0.03057;11.69;0.0;25.20;78.58;-0.01;0.00;
C1;E03;X35;;1;0.03127;11.80;0.0;25.40;78.65;-0.01;0.00;
C1;E04;X36;;1;0.03194;11.93;0.0;25.50;78.68;-0.01;0.00;
C1;E05;X37;;1;0.03273;11.91;0.0;25.60;78.72;-0.01;0.00;
C1;E06;X38;;1;0.03348;12.19;0.0;25.70;78.72;-0.01;0.00;
C1;E07;X39;;1;0.03414;12.39;0.0;25.90;78.66;-0.01;0.00;
C1;E08;X40;;1;0.03477;11.32;0.0;25.90;78.78;-0.01;0.00;
C1;F08;X48;;1;0.03548;10.64;0.0;26.00;78.73;-0.01;0.00;
C1;F07;X47;;1;0.03614;11.69;0.0;26.20;78.72;-0.01;0.00;
C1;F06;X46;;1;0.03676;11.69;0.0;26.20;78.59;-0.01;0.00;
C1;F05;X45;;1;0.03751;10.82;0.0;26.30;78.52;-0.01;0.00;
C1;F04;X44;;1;0.03817;12.67;0.0;26.40;78.53;-0.01;0.00;
C1;F03;X43;;1;0.03884;11.30;0.0;26.50;78.44;-0.01;0.00;
C1;F02;X42;;1;0.03949;11.02;0.0;26.50;78.34;-0.01;0.00;
C1;F01;X41;;1;0.04012;9.86;0.0;26.60;78.27;-0.01;0.00;
R;;;;1;0.07206;274.42;0.0;25.70;83.25;-0.01;0.00;test measure for referencing with gain 15 
C2;A01;X1;;1;0.07502;10.43;0.0;25.50;84.09;-0.01;0.00;
C2;A02;X2;;1;0.07576;9.86;0.0;25.50;84.22;-0.01;0.00;
C2;A03;X3;;1;0.07665;10.94;0.0;25.50;84.55;-0.01;0.00;
C2;A04;X4;;1;0.07741;10.48;0.0;25.50;84.74;-0.01;0.00;
C2;A05;X5;;1;0.07804;11.23;0.0;25.40;84.81;-0.01;0.00;
C2;A06;X6;;1;0.07878;10.35;0.0;25.40;85.00;-0.01;0.00;
C2;A07;X7;;1;0.07947;10.56;0.0;25.40;85.14;-0.01;0.00;
C2;A08;X8;;1;0.08020;10.45;0.0;25.40;85.33;-0.01;0.00;
C2;B08;X16;;1;0.08096;10.54;0.0;25.30;85.45;-0.01;0.00;
C2;B07;X15;;1;0.08167;11.30;0.0;25.30;85.39;-0.01;0.00;
C2;B06;X14;;1;0.08235;10.28;0.0;25.30;85.44;-0.01;0.00;
C2;B05;X13;;1;0.08302;10.87;0.0;25.20;85.40;-0.01;0.00;
C2;B04;X12;;1;0.08371;11.24;0.0;25.20;85.39;-0.01;0.00;
C2;B03;X11;;1;0.08447;14.70;0.0;25.20;85.45;-0.01;0.00;
C2;B02;X10;;1;0.08517;11.05;0.0;25.20;85.45;-0.01;0.00;
C2;B01;X9;;1;0.08587;9.95;0.0;25.20;85.46;-0.01;0.00;
C2;C01;X17;;1;0.08658;10.23;0.0;25.10;85.45;-0.01;0.00;
C2;C02;X18;;1;0.08727;11.09;0.0;25.10;85.46;-0.01;0.00;
C2;C03;X19;;1;0.08801;11.96;0.0;25.10;85.46;-0.01;0.00;
C2;C04;X20;;1;0.08877;11.85;0.0;25.00;85.45;-0.01;0.00;
C2;C05;X21;;1;0.08948;11.32;0.0;25.00;85.39;-0.01;0.00;
C2;C06;X22;;1;0.09020;10.83;0.0;25.00;85.39;-0.01;0.00;
C2;C07;X23;;1;0.09091;11.62;0.0;25.00;85.40;-0.01;0.00;
C2;C08;X24;;1;0.09159;12.05;0.0;25.00;85.33;-0.01;0.00;
C2;D08;X32;;1;0.09231;11.18;0.0;25.00;85.39;-0.01;0.00;
C2;D07;X31;;1;0.09303;14.00;0.0;25.00;85.33;-0.01;0.00;
C2;D06;X30;;1;0.09380;12.12;0.0;25.00;85.44;-0.01;0.00;
C2;D05;X29;;1;0.09448;11.93;0.0;24.90;85.33;-0.01;0.00;
C2;D04;X28;;1;0.09517;11.64;0.0;24.90;85.39;-0.01;0.00;
C2;D03;X27;;1;0.09594;11.94;0.0;24.90;85.33;-0.01;0.00;
C2;D02;X26;;1;0.09656;11.17;0.0;24.90;85.33;-0.01;0.00;
C2;D01;X25;;1;0.09732;10.16;0.0;24.90;85.34;-0.01;0.00;
C2;E01;X33;;1;0.09801;10.77;0.0;24.90;85.39;-0.01;0.00;
C2;E02;X34;;1;0.09875;11.71;0.0;24.90;85.33;-0.01;0.00;
C2;E03;X35;;1;0.09948;13.01;0.0;24.90;85.33;-0.01;0.00;
C2;E04;X36;;1;0.10016;12.44;0.0;24.90;85.34;-0.01;0.00;
C2;E05;X37;;1;0.10079;11.93;0.0;24.90;85.33;-0.01;0.00;
C2;E06;X38;;1;0.10149;12.90;0.0;24.90;85.26;-0.01;0.00;
C2;E07;X39;;1;0.10224;12.60;0.0;24.90;85.26;-0.01;0.00;
C2;E08;X40;;1;0.10296;11.52;0.0;24.90;85.33;-0.01;0.00;
C2;F08;X48;;1;0.10367;11.33;0.0;24.90;85.33;-0.01;0.00;
C2;F07;X47;;1;0.10443;11.75;0.0;24.90;85.32;-0.01;0.00;
C2;F06;X46;;1;0.10508;12.17;0.0;24.80;85.33;-0.01;0.00;
C2;F05;X45;;1;0.10572;12.14;0.0;24.80;85.33;-0.01;0.00;
C2;F04;X44;;1;0.10657;13.03;0.0;24.80;85.33;-0.01;0.00;
C2;F03;X43;;1;0.10729;11.49;0.0;24.80;85.33;-0.01;0.00;
C2;F02;X42;;1;0.10798;11.52;0.0;24.80;85.33;-0.01;0.00;
C2;F01;X41;;1;0.10866;10.28;0.0;24.80;85.33;-0.01;0.00;
R;;;;1;0.13817;274.22;0.0;24.90;85.20;-0.01;0.00;test measure for referencing with gain 15 
C3;A01;X1;;1;0.14087;10.40;0.0;24.90;85.33;-0.01;0.00;
C3;A02;X2;;1;0.14162;10.18;0.0;24.90;85.40;-0.01;0.00;
C3;A03;X3;;1;0.14230;11.20;0.0;24.90;85.33;-0.01;0.00;
C3;A04;X4;;1;0.14297;10.73;0.0;24.90;85.26;-0.01;0.00;
C3;A05;X5;;1;0.14363;11.21;0.0;24.90;85.26;-0.01;0.00;
C3;A06;X6;;1;0.14430;10.50;0.0;24.90;85.33;-0.01;0.00;
C3;A07;X7;;1;0.14503;11.48;0.0;24.90;85.33;-0.01;0.00;
C3;A08;X8;;1;0.14579;10.52;0.0;24.90;85.39;-0.01;0.00;
C3;B08;X16;;1;0.14649;11.07;0.0;24.90;85.33;-0.01;0.00;
C3;B07;X15;;1;0.14715;11.72;0.0;24.90;85.34;-0.01;0.00;
C3;B06;X14;;1;0.14787;11.14;0.0;24.90;85.39;-0.01;0.00;
C3;B05;X13;;1;0.14859;11.16;0.0;24.90;85.39;-0.01;0.00;
C3;B04;X12;;1;0.14933;11.12;0.0;24.90;85.39;-0.01;0.00;
C3;B03;X11;;1;0.15006;15.26;0.0;24.90;85.46;-0.01;0.00;
C3;B02;X10;;1;0.15072;11.17;0.0;24.90;85.33;-0.01;0.00;
C3;B01;X9;;1;0.15146;10.71;0.0;24.90;85.40;-0.01;0.00;
C3;C01;X17;;1;0.15217;10.08;0.0;24.90;85.39;-0.01;0.00;
C3;C02;X18;;1;0.15284;11.39;0.0;24.90;85.46;-0.01;0.00;
C3;C03;X19;;1;0.15357;12.73;0.0;24.90;85.40;-0.01;0.00;
C3;C04;X20;;1;0.15433;12.28;0.0;24.90;85.39;-0.01;0.00;
C3;C05;X21;;1;0.15496;12.22;0.0;24.90;85.39;-0.01;0.00;
C3;C06;X22;;1;0.15559;10.86;0.0;24.90;85.46;-0.01;0.00;
C3;C07;X23;;1;0.15627;11.98;0.0;24.90;85.51;-0.01;0.00;
C3;C08;X24;;1;0.15695;11.27;0.0;24.90;85.40;-0.01;0.00;
C3;D08;X32;;1;0.15777;11.16;0.0;24.90;85.39;-0.01;0.00;
C3;D07;X31;;1;0.15845;13.97;0.0;24.90;85.39;-0.01;0.00;
C3;D06;X30;;1;0.15915;12.72;0.0;24.90;85.37;-0.01;0.00;
C3;D05;X29;;1;0.15993;12.96;0.0;25.00;85.39;-0.01;0.00;
C3;D04;X28;;1;0.16061;11.92;0.0;24.90;85.40;-0.01;0.00;
C3;D03;X27;;1;0.16132;12.02;0.0;25.00;85.33;-0.01;0.00;
C3;D02;X26;;1;0.16197;11.37;0.0;25.00;85.33;-0.01;0.00;
C3;D01;X25;;1;0.16264;10.71;0.0;25.00;85.34;-0.01;0.00;
C3;E01;X33;;1;0.16329;11.02;0.0;25.00;85.33;-0.01;0.00;
C3;E02;X34;;1;0.16399;12.63;0.0;25.00;85.39;-0.01;0.00;
C3;E03;X35;;1;0.16470;13.09;0.0;25.00;85.40;-0.01;0.00;
C3;E04;X36;;1;0.16544;13.06;0.0;25.00;85.46;-0.01;0.00;
C3;E05;X37;;1;0.16617;12.18;0.0;25.00;85.39;-0.01;0.00;
C3;E06;X38;;1;0.16695;13.18;0.0;25.00;85.40;-0.01;0.00;
C3;E07;X39;;1;0.16763;13.27;0.0;25.00;85.33;-0.01;0.00;
C3;E08;X40;;1;0.16826;12.29;0.0;25.00;85.33;-0.01;0.00;
C3;F08;X48;;1;0.16895;11.41;0.0;25.00;85.40;-0.01;0.00;
C3;F07;X47;;1;0.16966;11.50;0.0;25.00;85.39;-0.01;0.00;
C3;F06;X46;;1;0.17040;12.35;0.0;25.00;85.45;-0.01;0.00;
C3;F05;X45;;1;0.17114;11.73;0.0;25.00;85.47;-0.01;0.00;
C3;F04;X44;;1;0.17177;14.02;0.0;25.00;85.51;-0.01;0.00;
C3;F03;X43;;1;0.17249;11.86;0.0;25.00;85.46;-0.01;0.00;
C3;F02;X42;;1;0.17315;11.84;0.0;25.00;85.46;-0.01;0.00;
C3;F01;X41;;1;0.17389;10.50;0.0;25.00;85.46;-0.01;0.00;
R;;;;1;0.20485;273.71;0.0;25.00;85.78;-0.01;0.00;test measure for referencing with gain 15 
C4;A01;X1;;1;0.20755;11.02;0.0;25.00;85.84;-0.01;0.00;
C4;A02;X2;;1;0.20826;10.41;0.0;25.00;85.91;-0.01;0.00;
C4;A03;X3;;1;0.20905;11.47;0.0;25.00;85.86;-0.01;0.00;
C4;A04;X4;;1;0.20979;10.96;0.0;25.00;85.91;-0.01;0.00;
C4;A05;X5;;1;0.21051;10.94;0.0;25.00;85.91;-0.01;0.00;
C4;A06;X6;;1;0.21123;10.28;0.0;25.00;85.91;-0.01;0.00;
C4;A07;X7;;1;0.21191;11.75;0.0;25.00;85.99;-0.01;0.00;
C4;A08;X8;;1;0.21254;10.49;0.0;25.00;85.98;-0.01;0.00;
C4;B08;X16;;1;0.21330;11.09;0.0;25.00;86.04;-0.01;0.00;
C4;B07;X15;;1;0.21405;11.78;0.0;25.00;86.03;-0.01;0.00;
C4;B06;X14;;1;0.21480;10.99;0.0;25.00;86.04;-0.01;0.00;
C4;B05;X13;;1;0.21547;10.83;0.0;25.00;86.03;-0.01;0.00;
C4;B04;X12;;1;0.21625;11.03;0.0;25.00;86.03;-0.01;0.00;
C4;B03;X11;;1;0.21695;15.12;0.0;25.00;86.03;-0.01;0.00;
C4;B02;X10;;1;0.21771;12.03;0.0;25.00;86.04;-0.01;0.00;
C4;B01;X9;;1;0.21844;10.28;0.0;25.00;86.03;-0.01;0.00;
C4;C01;X17;;1;0.21916;10.67;0.0;25.00;86.03;-0.01;0.00;
C4;C02;X18;;1;0.21987;11.30;0.0;25.00;86.08;-0.01;0.00;
C4;C03;X19;;1;0.22055;12.55;0.0;25.00;86.03;-0.01;0.00;
C4;C04;X20;;1;0.22122;12.11;0.0;25.00;86.03;-0.01;0.00;
C4;C05;X21;;1;0.22201;12.53;0.0;25.00;86.04;-0.01;0.00;
C4;C06;X22;;1;0.22266;10.77;0.0;25.00;86.03;-0.01;0.00;
C4;C07;X23;;1;0.22335;11.99;0.0;25.00;86.07;-0.01;0.00;
C4;C08;X24;;1;0.22404;11.20;0.0;25.00;86.03;-0.01;0.00;
C4;D08;X32;;1;0.22469;12.31;0.0;25.00;86.03;-0.01;0.00;
C4;D07;X31;;1;0.22532;14.38;0.0;25.00;86.04;-0.01;0.00;
C4;D06;X30;;1;0.22610;12.88;0.0;25.00;86.04;-0.01;0.00;
C4;D05;X29;;1;0.22683;11.81;0.0;25.00;86.05;-0.01;0.00;
C4;D04;X28;;1;0.22761;12.09;0.0;25.00;86.03;-0.01;0.00;
C4;D03;X27;;1;0.22823;11.99;0.0;25.00;86.10;-0.01;0.00;
C4;D02;X26;;1;0.22891;11.62;0.0;25.00;86.10;-0.01;0.00;
C4;D01;X25;;1;0.22959;11.05;0.0;25.00;86.17;-0.01;0.00;
C4;E01;X33;;1;0.23025;11.04;0.0;25.00;86.11;-0.01;0.00;
C4;E02;X34;;1;0.23103;12.78;0.0;25.00;86.10;-0.01;0.00;
C4;E03;X35;;1;0.23174;13.32;0.0;25.00;86.16;-0.01;0.00;
C4;E04;X36;;1;0.23243;13.12;0.0;25.00;86.16;-0.01;0.00;
C4;E05;X37;;1;0.23317;12.24;0.0;25.00;86.23;-0.01;0.00;
C4;E06;X38;;1;0.23390;13.16;0.0;25.00;86.23;-0.01;0.00;
C4;E07;X39;;1;0.23460;13.35;0.0;25.00;86.24;-0.01;0.00;
C4;E08;X40;;1;0.23530;12.17;0.0;25.00;86.24;-0.01;0.00;
C4;F08;X48;;1;0.23603;11.70;0.0;25.00;86.24;-0.01;0.00;
C4;F07;X47;;1;0.23666;12.21;0.0;25.00;86.23;-0.01;0.00;
C4;F06;X46;;1;0.23740;12.12;0.0;25.00;86.24;-0.01;0.00;
C4;F05;X45;;1;0.23815;11.86;0.0;25.00;86.23;-0.01;0.00;
C4;F04;X44;;1;0.23885;13.51;0.0;25.00;86.25;-0.01;0.00;
C4;F03;X43;;1;0.23958;12.05;0.0;25.00;86.23;-0.01;0.00;
C4;F02;X42;;1;0.24031;12.35;0.0;25.00;86.31;-0.01;0.00;
C4;F01;X41;;1;0.24100;10.64;0.0;25.00;86.31;-0.01;0.00;
R;;;;1;0.27174;273.07;0.0;25.00;86.17;-0.01;0.00;test measure for referencing with gain 15 
C5;A01;X1;;1;0.27455;10.91;0.0;25.00;86.17;-0.01;0.00;
C5;A02;X2;;1;0.27524;10.14;0.0;25.00;86.17;-0.01;0.00;
C5;A03;X3;;1;0.27596;10.87;0.0;25.00;86.17;-0.01;0.00;
C5;A04;X4;;1;0.27667;10.60;0.0;25.00;86.19;-0.01;0.00;
C5;A05;X5;;1;0.27731;11.52;0.0;25.00;86.10;-0.01;0.00;
C5;A06;X6;;1;0.27802;10.58;0.0;25.00;86.10;-0.01;0.00;
C5;A07;X7;;1;0.27886;11.14;0.0;25.00;86.16;-0.01;0.00;
C5;A08;X8;;1;0.27951;11.26;0.0;25.00;86.20;-0.01;0.00;
C5;B08;X16;;1;0.28018;10.57;0.0;25.00;86.17;-0.01;0.00;
C5;B07;X15;;1;0.28080;11.84;0.0;25.00;86.17;-0.01;0.00;
C5;B06;X14;;1;0.28150;11.16;0.0;25.00;86.11;-0.01;0.00;
C5;B05;X13;;1;0.28228;11.24;0.0;25.00;86.11;-0.01;0.00;
C5;B04;X12;;1;0.28302;11.52;0.0;25.00;86.11;-0.01;0.00;
C5;B03;X11;;1;0.28373;15.60;0.0;25.00;86.11;-0.01;0.00;
C5;B02;X10;;1;0.28444;12.07;0.0;25.00;86.10;-0.01;0.00;
C5;B01;X9;;1;0.28517;10.00;0.0;25.00;86.04;-0.01;0.00;
C5;C01;X17;;1;0.28586;10.39;0.0;25.00;85.98;-0.01;0.00;
C5;C02;X18;;1;0.28674;11.25;0.0;25.00;86.04;-0.01;0.00;
C5;C03;X19;;1;0.28747;12.63;0.0;25.00;86.13;-0.01;0.00;
C5;C04;X20;;1;0.28818;12.19;0.0;25.00;86.04;-0.01;0.00;
C5;C05;X21;;1;0.28885;11.74;0.0;25.00;85.98;-0.01;0.00;
C5;C06;X22;;1;0.28954;11.08;0.0;25.00;85.98;-0.01;0.00;
C5;C07;X23;;1;0.29020;12.21;0.0;25.00;85.91;-0.01;0.00;
C5;C08;X24;;1;0.29092;12.71;0.0;25.00;85.92;-0.01;0.00;
C5;D08;X32;;1;0.29170;11.92;0.0;25.00;85.91;-0.01;0.00;
C5;D07;X31;;1;0.29241;14.64;0.0;25.00;85.91;-0.01;0.00;
C5;D06;X30;;1;0.29312;13.17;0.0;25.00;85.91;-0.01;0.00;
C5;D05;X29;;1;0.29376;12.07;0.0;25.00;85.90;-0.01;0.00;
C5;D04;X28;;1;0.29443;12.20;0.0;25.10;85.93;-0.01;0.00;
C5;D03;X27;;1;0.29522;12.28;0.0;25.00;85.91;-0.01;0.00;
C5;D02;X26;;1;0.29598;10.94;0.0;25.10;85.84;-0.01;0.00;
C5;D01;X25;;1;0.29670;10.36;0.0;25.00;85.88;-0.01;0.00;
C5;E01;X33;;1;0.29742;11.20;0.0;25.00;85.84;-0.01;0.00;
C5;E02;X34;;1;0.29813;13.05;0.0;25.10;85.84;-0.01;0.00;
C5;E03;X35;;1;0.29881;12.87;0.0;25.00;85.84;-0.01;0.00;
C5;E04;X36;;1;0.29948;13.64;0.0;25.10;85.78;-0.01;0.00;
C5;E05;X37;;1;0.30015;12.59;0.0;25.10;85.79;-0.01;0.00;
C5;E06;X38;;1;0.30091;13.50;0.0;25.10;85.78;-0.01;0.00;
C5;E07;X39;;1;0.30164;13.13;0.0;25.10;85.78;-0.01;0.00;
C5;E08;X40;;1;0.30235;11.70;0.0;25.10;85.77;-0.01;0.00;
C5;F08;X48;;1;0.30304;11.44;0.0;25.10;85.79;-0.01;0.00;
C5;F07;X47;;1;0.30379;11.94;0.0;25.10;85.78;-0.01;0.00;
C5;F06;X46;;1;0.30451;12.15;0.0;25.10;85.78;-0.01;0.00;
C5;F05;X45;;1;0.30524;12.03;0.0;25.10;85.75;-0.01;0.00;
C5;F04;X44;;1;0.30596;13.46;0.0;25.10;85.71;-0.01;0.00;
C5;F03;X43;;1;0.30657;12.21;0.0;25.00;85.72;-0.01;0.00;
C5;F02;X42;;1;0.30723;11.67;0.0;25.10;85.71;-0.01;0.00;
C5;F01;X41;;1;0.30797;11.17;0.0;25.10;85.78;-0.01;0.00;
R;;;;1;0.33826;272.84;0.0;25.10;85.65;-0.01;0.00;test measure for referencing with gain 15 
C6;A01;X1;;1;0.34126;10.85;0.0;25.00;85.59;-0.01;0.00;
C6;A02;X2;;1;0.34195;10.47;0.0;25.10;85.69;-0.01;0.00;
C6;A03;X3;;1;0.34273;11.33;0.0;25.10;85.65;-0.01;0.00;
C6;A04;X4;;1;0.34354;10.71;0.0;25.10;85.65;-0.01;0.00;
C6;A05;X5;;1;0.34424;10.96;0.0;25.10;85.65;-0.01;0.00;
C6;A06;X6;;1;0.34487;10.00;0.0;25.10;85.66;-0.01;0.00;
C6;A07;X7;;1;0.34552;11.14;0.0;25.10;85.65;-0.01;0.00;
C6;A08;X8;;1;0.34625;10.71;0.0;25.00;85.65;-0.01;0.00;
C6;B08;X16;;1;0.34701;11.10;0.0;25.00;85.65;-0.01;0.00;
C6;B07;X15;;1;0.34781;11.95;0.0;25.10;85.65;-0.01;0.00;
C6;B06;X14;;1;0.34854;10.86;0.0;25.00;85.65;-0.01;0.00;
C6;B05;X13;;1;0.34925;11.24;0.0;25.10;85.65;-0.01;0.00;
C6;B04;X12;;1;0.34998;11.46;0.0;25.10;85.70;-0.01;0.00;
C6;B03;X11;;1;0.35077;15.20;0.0;25.10;85.65;-0.01;0.00;
C6;B02;X10;;1;0.35153;12.04;0.0;25.10;85.59;-0.01;0.00;
C6;B01;X9;;1;0.35225;9.90;0.0;25.10;85.70;-0.01;0.00;
C6;C01;X17;;1;0.35293;10.77;0.0;25.10;85.59;-0.01;0.00;
C6;C02;X18;;1;0.35356;11.33;0.0;25.00;85.59;-0.01;0.00;
C6;C03;X19;;1;0.35423;12.75;0.0;25.10;85.58;-0.01;0.00;
C6;C04;X20;;1;0.35493;13.09;0.0;25.10;85.58;-0.01;0.00;
C6;C05;X21;;1;0.35573;12.05;0.0;25.10;85.55;-0.01;0.00;
C6;C06;X22;;1;0.35646;11.08;0.0;25.00;85.52;-0.01;0.00;
C6;C07;X23;;1;0.35713;12.86;0.0;25.00;85.52;-0.01;0.00;
C6;C08;X24;;1;0.35774;12.15;0.0;25.00;85.52;-0.01;0.00;
C6;D08;X32;;1;0.35848;11.80;0.0;25.10;85.59;-0.01;0.00;
C6;D07;X31;;1;0.35922;15.15;0.0;25.00;85.59;-0.01;0.00;
C6;D06;X30;;1;0.36005;13.28;0.0;25.10;85.58;-0.01;0.00;
C6;D05;X29;;1;0.36081;13.08;0.0;25.00;85.58;-0.01;0.00;
C6;D04;X28;;1;0.36152;12.00;0.0;25.10;85.65;-0.01;0.00;
C6;D03;X27;;1;0.36225;12.34;0.0;25.00;85.65;-0.01;0.00;
C6;D02;X26;;1;0.36303;11.90;0.0;25.00;85.58;-0.01;0.00;
C6;D01;X25;;1;0.36381;10.62;0.0;25.00;85.65;-0.01;0.00;
C6;E01;X33;;1;0.36446;11.31;0.0;25.00;85.65;-0.01;0.00;
C6;E02;X34;;1;0.36520;12.82;0.0;25.10;85.58;-0.01;0.00;
C6;E03;X35;;1;0.36590;13.08;0.0;25.00;85.65;-0.01;0.00;
C6;E04;X36;;1;0.36661;12.75;0.0;25.10;85.71;-0.01;0.00;
C6;E05;X37;;1;0.36729;12.59;0.0;25.00;85.65;-0.01;0.00;
C6;E06;X38;;1;0.36801;13.12;0.0;25.00;85.58;-0.01;0.00;
C6;E07;X39;;1;0.36876;13.68;0.0;25.10;85.58;-0.01;0.00;
C6;E08;X40;;1;0.36950;13.37;0.0;25.10;85.61;-0.01;0.00;
C6;F08;X48;;1;0.37017;12.26;0.0;25.00;85.65;-0.01;0.00;
C6;F07;X47;;1;0.37082;12.01;0.0;25.00;85.65;-0.01;0.00;
C6;F06;X46;;1;0.37152;13.12;0.0;25.00;85.58;-0.01;0.00;
C6;F05;X45;;1;0.37225;11.37;0.0;25.00;85.59;-0.01;0.00;
C6;F04;X44;;1;0.37300;13.65;0.0;25.10;85.59;-0.01;0.00;
C6;F03;X43;;1;0.37379;12.30;0.0;25.10;85.59;-0.01;0.00;
C6;F02;X42;;1;0.37448;12.21;0.0;25.10;85.65;-0.01;0.00;
C6;F01;X41;;1;0.37521;10.71;0.0;25.10;85.66;-0.01;0.00;
R;;;;1;0.40483;272.01;0.0;25.00;85.65;-0.01;0.00;test measure for referencing with gain 15 
C7;A01;X1;;1;0.40792;10.88;0.0;25.00;85.65;-0.01;0.00;
C7;A02;X2;;1;0.40861;10.27;0.0;25.00;85.71;-0.01;0.00;
C7;A03;X3;;1;0.40928;11.31;0.0;25.00;85.71;-0.01;0.00;
