FILENAME;\Hard Disk2\Result\ReHa_CatIB_VK_20220228_173030.csv
PROTOCOL;ReHa_CatIB_VK
FILE_VERSION;3.3;
DATE START;2022-02-28;17:30:04
DATE END;2022-03-01;11:30:02;;Last Reading;270;Timestamp;9343620                      
DEVICE;BL098-CX_349F39
USER;ReHa;COMMENT;no comment available
PLATETYPE;MTP-48-FlowerPlate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
C1;F01;X41;;1;0.03900;10.35;0.0;27.00;52.85;-0.01;0.00;
R;;;;1;0.07197;282.84;0.0;32.00;48.57;-0.01;0.00;test measure for referencing with gain 15 
C2;A01;X1;;1;0.07469;10.82;0.0;32.30;48.19;-0.01;0.00;
C2;A02;X2;;1;0.07535;9.51;0.0;32.40;48.12;-0.01;0.00;
C2;A03;X3;;1;0.07598;10.72;0.0;32.40;48.06;-0.01;0.00;
C2;A04;X4;;1;0.07659;10.17;0.0;32.50;47.99;-0.01;0.00;
C2;A05;X5;;1;0.07722;10.35;0.0;32.60;47.93;-0.01;0.00;
C2;A06;X6;;1;0.07804;10.02;0.0;32.70;47.79;-0.01;0.00;
C2;A07;X7;;1;0.07871;11.45;0.0;32.70;47.74;-0.01;0.00;
C2;A08;X8;;1;0.07934;10.31;0.0;32.80;47.67;-0.01;0.00;
C2;B08;X16;;1;0.07999;9.84;0.0;32.90;47.61;-0.01;0.00;
C2;B07;X15;;1;0.08061;11.34;0.0;33.00;47.53;-0.01;0.00;
C2;B06;X14;;1;0.08126;11.10;0.0;33.00;47.47;-0.01;0.00;
C2;B05;X13;;1;0.08191;10.54;0.0;33.10;47.41;-0.01;0.00;
C2;B04;X12;;1;0.08254;10.40;0.0;33.20;47.35;-0.01;0.00;
C2;B03;X11;;1;0.08324;11.48;0.0;33.20;47.22;-0.01;0.00;
C2;B02;X10;;1;0.08388;9.60;0.0;33.30;47.15;-0.01;0.00;
C2;B01;X9;;1;0.08451;9.52;0.0;33.40;47.09;-0.01;0.00;
C2;C01;X17;;1;0.08516;10.28;0.0;33.40;47.02;-0.01;0.00;
C2;C02;X18;;1;0.08581;9.89;0.0;33.50;46.96;-0.01;0.00;
C2;C03;X19;;1;0.08644;11.60;0.0;33.50;46.89;-0.01;0.00;
C2;C04;X20;;1;0.08708;10.59;0.0;33.60;46.82;-0.01;0.00;
C2;C05;X21;;1;0.08775;11.63;0.0;33.70;46.81;-0.01;0.00;
C2;C06;X22;;1;0.08838;10.83;0.0;33.70;46.71;-0.01;0.00;
C2;C07;X23;;1;0.08901;11.99;0.0;33.80;46.63;-0.01;0.00;
C2;C08;X24;;1;0.08964;11.68;0.0;33.90;46.56;-0.01;0.00;
C2;D08;X32;;1;0.09034;11.20;0.0;33.90;46.50;-0.01;0.00;
C2;D07;X31;;1;0.09101;13.91;0.0;34.00;46.44;-0.01;0.00;
C2;D06;X30;;1;0.09166;11.25;0.0;34.00;46.31;-0.01;0.00;
C2;D05;X29;;1;0.09228;11.07;0.0;34.20;46.31;-0.01;0.00;
C2;D04;X28;;1;0.09292;11.04;0.0;34.20;46.21;-0.01;0.00;
C2;D03;X27;;1;0.09356;11.54;0.0;34.20;46.11;-0.01;0.00;
C2;D02;X26;;1;0.09418;10.23;0.0;34.30;46.05;-0.01;0.00;
C2;D01;X25;;1;0.09481;9.66;0.0;34.40;45.98;-0.01;0.00;
C2;E01;X33;;1;0.09557;9.94;0.0;34.40;45.92;-0.01;0.00;
C2;E02;X34;;1;0.09624;11.48;0.0;34.50;45.92;-0.01;0.00;
C2;E03;X35;;1;0.09686;12.15;0.0;34.50;45.92;-0.01;0.00;
C2;E04;X36;;1;0.09749;11.86;0.0;34.60;45.81;-0.01;0.00;
C2;E05;X37;;1;0.09812;10.94;0.0;34.70;45.73;-0.01;0.00;
C2;E06;X38;;1;0.09879;12.58;0.0;34.70;45.72;-0.01;0.00;
C2;E07;X39;;1;0.09953;11.85;0.0;34.80;45.66;-0.01;0.00;
C2;E08;X40;;1;0.10018;12.03;0.0;34.90;45.59;-0.01;0.00;
C2;F08;X48;;1;0.10082;11.10;0.0;34.90;45.53;-0.01;0.00;
C2;F07;X47;;1;0.10145;11.89;0.0;35.00;45.49;-0.01;0.00;
C2;F06;X46;;1;0.10208;11.22;0.0;35.00;45.36;-0.01;0.00;
C2;F05;X45;;1;0.10275;12.73;0.0;35.00;45.33;-0.01;0.00;
C2;F04;X44;;1;0.10337;11.94;0.0;35.10;45.20;-0.01;0.00;
C2;F03;X43;;1;0.10414;10.58;0.0;35.20;45.13;-0.01;0.00;
C2;F02;X42;;1;0.10477;11.14;0.0;35.20;45.13;-0.01;0.00;
C2;F01;X41;;1;0.10539;10.76;0.0;35.30;45.07;-0.01;0.00;
R;;;;1;0.13883;282.53;0.0;37.00;43.31;-0.01;0.00;test measure for referencing with gain 15 
C3;A01;X1;;1;0.14160;11.02;0.0;37.00;43.28;-0.01;0.00;
C3;A02;X2;;1;0.14234;9.19;0.0;37.00;43.32;-0.01;0.00;
C3;A03;X3;;1;0.14298;10.81;0.0;37.00;43.38;-0.01;0.00;
C3;A04;X4;;1;0.14361;9.87;0.0;37.00;43.38;-0.01;0.00;
C3;A05;X5;;1;0.14423;11.02;0.0;37.10;43.38;-0.01;0.00;
C3;A06;X6;;1;0.14485;9.83;0.0;37.10;43.38;-0.01;0.00;
C3;A07;X7;;1;0.14550;11.14;0.0;37.10;43.44;-0.01;0.00;
C3;A08;X8;;1;0.14613;10.67;0.0;37.10;43.59;-0.01;0.00;
C3;B08;X16;;1;0.14678;10.76;0.0;37.10;43.51;-0.01;0.00;
C3;B07;X15;;1;0.14741;11.17;0.0;37.10;43.51;-0.01;0.00;
C3;B06;X14;;1;0.14806;10.86;0.0;37.10;43.51;-0.01;0.00;
C3;B05;X13;;1;0.14868;10.71;0.0;37.10;43.57;-0.01;0.00;
C3;B04;X12;;1;0.14931;10.54;0.0;37.10;43.57;-0.01;0.00;
C3;B03;X11;;1;0.14994;12.15;0.0;37.10;43.64;-0.01;0.00;
C3;B02;X10;;1;0.15059;9.79;0.0;37.20;43.70;-0.01;0.00;
C3;B01;X9;;1;0.15126;9.61;0.0;37.10;43.74;-0.01;0.00;
C3;C01;X17;;1;0.15190;10.31;0.0;37.10;43.72;-0.01;0.00;
C3;C02;X18;;1;0.15252;10.06;0.0;37.20;43.70;-0.01;0.00;
C3;C03;X19;;1;0.15319;11.39;0.0;37.20;43.70;-0.01;0.00;
C3;C04;X20;;1;0.15381;11.15;0.0;37.20;43.70;-0.01;0.00;
C3;C05;X21;;1;0.15443;11.36;0.0;37.20;43.70;-0.01;0.00;
C3;C06;X22;;1;0.15507;11.31;0.0;37.20;43.77;-0.01;0.00;
C3;C07;X23;;1;0.15571;11.62;0.0;37.20;43.84;-0.01;0.00;
C3;C08;X24;;1;0.15641;11.90;0.0;37.20;43.85;-0.01;0.00;
C3;D08;X32;;1;0.15708;12.50;0.0;37.20;43.91;-0.01;0.00;
C3;D07;X31;;1;0.15771;13.46;0.0;37.20;43.97;-0.01;0.00;
C3;D06;X30;;1;0.15834;10.94;0.0;37.20;43.97;-0.01;0.00;
C3;D05;X29;;1;0.15902;10.54;0.0;37.20;43.97;-0.01;0.00;
C3;D04;X28;;1;0.15972;11.04;0.0;37.20;44.03;-0.01;0.00;
C3;D03;X27;;1;0.16041;11.91;0.0;37.20;44.04;-0.01;0.00;
C3;D02;X26;;1;0.16102;10.71;0.0;37.20;44.13;-0.01;0.00;
C3;D01;X25;;1;0.16166;9.77;0.0;37.20;44.11;-0.01;0.00;
C3;E01;X33;;1;0.16232;10.10;0.0;37.20;44.22;-0.01;0.00;
C3;E02;X34;;1;0.16294;12.69;0.0;37.20;44.22;-0.01;0.00;
C3;E03;X35;;1;0.16359;12.37;0.0;37.20;44.22;-0.01;0.00;
C3;E04;X36;;1;0.16434;11.67;0.0;37.20;44.22;-0.01;0.00;
C3;E05;X37;;1;0.16498;10.94;0.0;37.20;44.22;-0.01;0.00;
C3;E06;X38;;1;0.16567;13.58;0.0;37.20;44.29;-0.01;0.00;
C3;E07;X39;;1;0.16629;11.95;0.0;37.20;44.29;-0.01;0.00;
C3;E08;X40;;1;0.16692;12.34;0.0;37.20;44.35;-0.01;0.00;
C3;F08;X48;;1;0.16757;10.36;0.0;37.20;44.35;-0.01;0.00;
C3;F07;X47;;1;0.16833;12.01;0.0;37.20;44.35;-0.01;0.00;
C3;F06;X46;;1;0.16897;11.46;0.0;37.20;44.42;-0.01;0.00;
C3;F05;X45;;1;0.16960;12.92;0.0;37.20;44.44;-0.01;0.00;
C3;F04;X44;;1;0.17028;11.79;0.0;37.20;44.55;-0.01;0.00;
C3;F03;X43;;1;0.17090;11.33;0.0;37.20;44.55;-0.01;0.00;
C3;F02;X42;;1;0.17154;10.43;0.0;37.20;44.61;-0.01;0.00;
C3;F01;X41;;1;0.17220;10.27;0.0;37.20;44.61;-0.01;0.00;
R;;;;1;0.20532;282.38;0.0;37.20;46.16;-0.01;0.00;test measure for referencing with gain 15 
C4;A01;X1;;1;0.20801;11.51;0.0;37.20;46.82;-0.01;0.00;
C4;A02;X2;;1;0.20864;9.69;0.0;37.20;46.94;-0.01;0.00;
C4;A03;X3;;1;0.20931;10.47;0.0;37.20;47.13;-0.01;0.00;
C4;A04;X4;;1;0.20995;9.84;0.0;37.20;47.26;-0.01;0.00;
C4;A05;X5;;1;0.21058;11.19;0.0;37.20;47.39;-0.01;0.00;
C4;A06;X6;;1;0.21133;10.28;0.0;37.20;47.45;-0.01;0.00;
C4;A07;X7;;1;0.21200;11.22;0.0;37.20;47.68;-0.01;0.00;
C4;A08;X8;;1;0.21264;9.98;0.0;37.20;47.78;-0.01;0.00;
C4;B08;X16;;1;0.21328;11.10;0.0;37.20;47.84;-0.01;0.00;
C4;B07;X15;;1;0.21391;11.33;0.0;37.20;47.97;-0.01;0.00;
C4;B06;X14;;1;0.21457;11.28;0.0;37.20;48.04;-0.01;0.00;
C4;B05;X13;;1;0.21520;10.59;0.0;37.20;48.17;-0.01;0.00;
C4;B04;X12;;1;0.21592;10.71;0.0;37.20;48.23;-0.01;0.00;
C4;B03;X11;;1;0.21662;11.14;0.0;37.20;48.37;-0.01;0.00;
C4;B02;X10;;1;0.21725;9.82;0.0;37.20;48.50;-0.01;0.00;
C4;B01;X9;;1;0.21787;10.32;0.0;37.20;48.55;-0.01;0.00;
C4;C01;X17;;1;0.21853;10.05;0.0;37.20;48.62;-0.01;0.00;
C4;C02;X18;;1;0.21920;9.99;0.0;37.20;48.68;-0.01;0.00;
C4;C03;X19;;1;0.21985;11.57;0.0;37.20;48.68;-0.01;0.00;
C4;C04;X20;;1;0.22046;10.93;0.0;37.20;48.81;-0.01;0.00;
C4;C05;X21;;1;0.22114;10.88;0.0;37.20;48.90;-0.01;0.00;
C4;C06;X22;;1;0.22176;10.30;0.0;37.20;48.97;-0.01;0.00;
C4;C07;X23;;1;0.22239;11.68;0.0;37.20;49.02;-0.01;0.00;
C4;C08;X24;;1;0.22301;10.98;0.0;37.20;49.07;-0.01;0.00;
C4;D08;X32;;1;0.22374;12.11;0.0;37.20;49.14;-0.01;0.00;
C4;D07;X31;;1;0.22438;13.83;0.0;37.20;49.27;-0.01;0.00;
C4;D06;X30;;1;0.22508;11.53;0.0;37.20;49.33;-0.01;0.00;
C4;D05;X29;;1;0.22571;10.70;0.0;37.20;49.43;-0.01;0.00;
C4;D04;X28;;1;0.22635;11.52;0.0;37.20;49.52;-0.01;0.00;
C4;D03;X27;;1;0.22697;11.63;0.0;37.20;49.53;-0.01;0.00;
C4;D02;X26;;1;0.22760;10.91;0.0;37.20;49.59;-0.01;0.00;
C4;D01;X25;;1;0.22822;9.82;0.0;37.20;49.59;-0.01;0.00;
C4;E01;X33;;1;0.22892;10.57;0.0;37.20;49.66;-0.01;0.00;
C4;E02;X34;;1;0.22954;12.71;0.0;37.20;49.66;-0.01;0.00;
C4;E03;X35;;1;0.23022;12.12;0.0;37.20;49.65;-0.01;0.00;
C4;E04;X36;;1;0.23085;11.92;0.0;37.20;49.72;-0.01;0.00;
C4;E05;X37;;1;0.23148;11.61;0.0;37.20;49.85;-0.01;0.00;
C4;E06;X38;;1;0.23211;12.73;0.0;37.20;49.86;-0.01;0.00;
C4;E07;X39;;1;0.23277;11.94;0.0;37.20;49.85;-0.01;0.00;
C4;E08;X40;;1;0.23341;12.80;0.0;37.20;49.91;-0.01;0.00;
C4;F08;X48;;1;0.23410;10.28;0.0;37.20;49.91;-0.01;0.00;
C4;F07;X47;;1;0.23473;11.44;0.0;37.20;49.98;-0.01;0.00;
C4;F06;X46;;1;0.23537;11.83;0.0;37.20;50.05;-0.01;0.00;
C4;F05;X45;;1;0.23600;12.08;0.0;37.20;50.05;-0.01;0.00;
C4;F04;X44;;1;0.23668;11.71;0.0;37.20;50.19;-0.01;0.00;
C4;F03;X43;;1;0.23733;11.47;0.0;37.20;50.17;-0.01;0.00;
C4;F02;X42;;1;0.23797;11.52;0.0;37.20;50.24;-0.01;0.00;
C4;F01;X41;;1;0.23860;10.85;0.0;37.20;50.30;-0.01;0.00;
R;;;;1;0.27230;282.13;0.0;37.20;51.73;-0.01;0.00;test measure for referencing with gain 15 
C5;A01;X1;;1;0.27499;10.46;0.0;37.20;51.99;-0.01;0.00;
C5;A02;X2;;1;0.27561;10.08;0.0;37.20;52.01;-0.01;0.00;
C5;A03;X3;;1;0.27626;11.33;0.0;37.20;51.99;-0.01;0.00;
C5;A04;X4;;1;0.27689;10.04;0.0;37.20;52.06;-0.01;0.00;
C5;A05;X5;;1;0.27759;10.79;0.0;37.20;52.05;-0.01;0.00;
C5;A06;X6;;1;0.27822;9.94;0.0;37.20;52.05;-0.01;0.00;
C5;A07;X7;;1;0.27885;10.98;0.0;37.20;52.12;-0.01;0.00;
C5;A08;X8;;1;0.27950;10.01;0.0;37.20;52.12;-0.01;0.00;
C5;B08;X16;;1;0.28015;10.12;0.0;37.20;52.13;-0.01;0.00;
C5;B07;X15;;1;0.28081;10.98;0.0;37.20;52.19;-0.01;0.00;
C5;B06;X14;;1;0.28144;11.75;0.0;37.20;52.25;-0.01;0.00;
C5;B05;X13;;1;0.28208;10.69;0.0;37.20;52.25;-0.01;0.00;
C5;B04;X12;;1;0.28270;11.45;0.0;37.20;52.31;-0.01;0.00;
C5;B03;X11;;1;0.28332;11.67;0.0;37.20;52.31;-0.01;0.00;
C5;B02;X10;;1;0.28394;9.88;0.0;37.20;52.38;-0.01;0.00;
C5;B01;X9;;1;0.28458;9.64;0.0;37.20;52.38;-0.01;0.00;
C5;C01;X17;;1;0.28524;10.09;0.0;37.20;52.44;-0.01;0.00;
C5;C02;X18;;1;0.28587;9.89;0.0;37.20;52.51;-0.01;0.00;
C5;C03;X19;;1;0.28650;12.04;0.0;37.20;52.59;-0.01;0.00;
C5;C04;X20;;1;0.28712;11.85;0.0;37.20;52.58;-0.01;0.00;
C5;C05;X21;;1;0.28780;11.33;0.0;37.20;52.57;-0.01;0.00;
C5;C06;X22;;1;0.28852;10.97;0.0;37.20;52.63;-0.01;0.00;
C5;C07;X23;;1;0.28916;11.00;0.0;37.20;52.63;-0.01;0.00;
C5;C08;X24;;1;0.28978;10.98;0.0;37.20;52.70;-0.01;0.00;
C5;D08;X32;;1;0.29043;11.30;0.0;37.20;52.70;-0.01;0.00;
C5;D07;X31;;1;0.29107;12.83;0.0;37.20;52.79;-0.01;0.00;
C5;D06;X30;;1;0.29175;11.17;0.0;37.10;52.83;-0.01;0.00;
C5;D05;X29;;1;0.29236;10.71;0.0;37.10;52.83;-0.01;0.00;
C5;D04;X28;;1;0.29301;11.32;0.0;37.20;52.83;-0.01;0.00;
C5;D03;X27;;1;0.29367;11.45;0.0;37.10;52.89;-0.01;0.00;
C5;D02;X26;;1;0.29429;11.08;0.0;37.10;52.96;-0.01;0.00;
C5;D01;X25;;1;0.29492;9.68;0.0;37.10;53.02;-0.01;0.00;
C5;E01;X33;;1;0.29557;10.65;0.0;37.10;53.03;-0.01;0.00;
C5;E02;X34;;1;0.29625;13.06;0.0;37.10;53.11;-0.01;0.00;
C5;E03;X35;;1;0.29690;12.06;0.0;37.10;53.09;-0.01;0.00;
C5;E04;X36;;1;0.29760;12.46;0.0;37.10;53.15;-0.01;0.00;
C5;E05;X37;;1;0.29832;12.08;0.0;37.10;53.21;-0.01;0.00;
C5;E06;X38;;1;0.29896;12.42;0.0;37.10;53.22;-0.01;0.00;
C5;E07;X39;;1;0.29959;11.75;0.0;37.10;53.29;-0.01;0.00;
C5;E08;X40;;1;0.30021;11.72;0.0;37.10;53.35;-0.01;0.00;
C5;F08;X48;;1;0.30094;10.59;0.0;37.10;53.35;-0.01;0.00;
C5;F07;X47;;1;0.30156;13.14;0.0;37.10;53.34;-0.01;0.00;
C5;F06;X46;;1;0.30223;11.25;0.0;37.10;53.34;-0.01;0.00;
C5;F05;X45;;1;0.30286;13.00;0.0;37.10;53.35;-0.01;0.00;
C5;F04;X44;;1;0.30349;12.28;0.0;37.10;53.41;-0.01;0.00;
C5;F03;X43;;1;0.30412;11.58;0.0;37.00;53.41;-0.01;0.00;
C5;F02;X42;;1;0.30480;11.41;0.0;37.10;53.55;-0.01;0.00;
C5;F01;X41;;1;0.30543;10.02;0.0;37.00;53.48;-0.01;0.00;
R;;;;1;0.33870;281.72;0.0;37.20;54.77;-0.01;0.00;test measure for referencing with gain 15 
C6;A01;X1;;1;0.34135;10.76;0.0;37.10;54.83;-0.01;0.00;
C6;A02;X2;;1;0.34201;9.83;0.0;37.20;54.92;-0.01;0.00;
C6;A03;X3;;1;0.34265;10.20;0.0;37.20;54.92;-0.01;0.00;
C6;A04;X4;;1;0.34327;9.90;0.0;37.10;54.90;-0.01;0.00;
C6;A05;X5;;1;0.34392;10.85;0.0;37.10;54.97;-0.01;0.00;
C6;A06;X6;;1;0.34470;11.25;0.0;37.10;55.03;-0.01;0.00;
C6;A07;X7;;1;0.34538;11.28;0.0;37.10;55.03;-0.01;0.00;
C6;A08;X8;;1;0.34602;11.64;0.0;37.10;55.11;-0.01;0.00;
C6;B08;X16;;1;0.34666;10.71;0.0;37.10;55.11;-0.01;0.00;
C6;B07;X15;;1;0.34728;11.36;0.0;37.10;55.09;-0.01;0.00;
C6;B06;X14;;1;0.34795;11.19;0.0;37.20;55.09;-0.01;0.00;
C6;B05;X13;;1;0.34865;11.12;0.0;37.10;55.09;-0.01;0.00;
C6;B04;X12;;1;0.34928;10.79;0.0;37.10;55.10;-0.01;0.00;
C6;B03;X11;;1;0.34991;12.04;0.0;37.10;55.16;-0.01;0.00;
C6;B02;X10;;1;0.35053;9.59;0.0;37.10;55.16;-0.01;0.00;
C6;B01;X9;;1;0.35116;10.76;0.0;37.10;55.19;-0.01;0.00;
C6;C01;X17;;1;0.35185;9.57;0.0;37.10;55.23;-0.01;0.00;
C6;C02;X18;;1;0.35248;10.23;0.0;37.10;55.23;-0.01;0.00;
C6;C03;X19;;1;0.35311;11.88;0.0;37.10;55.22;-0.01;0.00;
C6;C04;X20;;1;0.35374;11.09;0.0;37.10;55.29;-0.01;0.00;
C6;C05;X21;;1;0.35436;11.32;0.0;37.10;55.29;-0.01;0.00;
C6;C06;X22;;1;0.35500;10.94;0.0;37.10;55.35;-0.01;0.00;
C6;C07;X23;;1;0.35562;11.09;0.0;37.10;55.35;-0.01;0.00;
C6;C08;X24;;1;0.35629;12.30;0.0;37.10;55.37;-0.01;0.00;
C6;D08;X32;;1;0.35694;11.71;0.0;37.10;55.48;-0.01;0.00;
C6;D07;X31;;1;0.35765;13.46;0.0;37.10;55.41;-0.01;0.00;
C6;D06;X30;;1;0.35829;11.88;0.0;37.10;55.48;-0.01;0.00;
C6;D05;X29;;1;0.35896;10.82;0.0;37.10;55.48;-0.01;0.00;
C6;D04;X28;;1;0.35957;11.53;0.0;37.10;55.48;-0.01;0.00;
C6;D03;X27;;1;0.36020;11.80;0.0;37.10;55.48;-0.01;0.00;
C6;D02;X26;;1;0.36083;10.80;0.0;37.10;55.54;-0.01;0.00;
C6;D01;X25;;1;0.36156;9.99;0.0;37.10;55.56;-0.01;0.00;
C6;E01;X33;;1;0.36227;10.68;0.0;37.10;55.54;-0.01;0.00;
C6;E02;X34;;1;0.36289;11.82;0.0;37.10;55.61;-0.01;0.00;
C6;E03;X35;;1;0.36352;11.98;0.0;37.10;55.61;-0.01;0.00;
C6;E04;X36;;1;0.36416;12.67;0.0;37.10;55.67;-0.01;0.00;
C6;E05;X37;;1;0.36484;12.10;0.0;37.10;55.61;-0.01;0.00;
C6;E06;X38;;1;0.36552;13.69;0.0;37.10;55.77;-0.01;0.00;
C6;E07;X39;;1;0.36622;12.12;0.0;37.10;55.74;-0.01;0.00;
C6;E08;X40;;1;0.36684;12.45;0.0;37.10;55.74;-0.01;0.00;
C6;F08;X48;;1;0.36750;11.09;0.0;37.10;55.80;-0.01;0.00;
C6;F07;X47;;1;0.36819;13.24;0.0;37.10;55.74;-0.01;0.00;
C6;F06;X46;;1;0.36882;11.54;0.0;37.10;55.80;-0.01;0.00;
C6;F05;X45;;1;0.36943;12.68;0.0;37.10;55.80;-0.01;0.00;
C6;F04;X44;;1;0.37010;12.44;0.0;37.10;55.92;-0.01;0.00;
C6;F03;X43;;1;0.37073;10.47;0.0;37.10;55.94;-0.01;0.00;
C6;F02;X42;;1;0.37136;10.49;0.0;37.10;55.93;-0.01;0.00;
C6;F01;X41;;1;0.37200;10.45;0.0;37.10;55.93;-0.01;0.00;
R;;;;1;0.40572;281.61;0.0;37.10;57.03;-0.01;0.00;test measure for referencing with gain 15 
C7;A01;X1;;1;0.40846;11.49;0.0;37.10;57.18;-0.01;0.00;
C7;A02;X2;;1;0.40912;9.86;0.0;37.00;57.17;-0.01;0.00;
C7;A03;X3;;1;0.40980;10.66;0.0;37.00;57.16;-0.01;0.00;
