FILENAME;\Hard Disk2\Result\ReHa_CatIB_VK_20220117_175955.csv
PROTOCOL;ReHa_CatIB_VK
FILE_VERSION;3.3;
DATE START;2022-01-17;18:00:02
DATE END;2022-01-17;18:00:02;;Last Reading;1;Timestamp;27151587                        
DEVICE;BL098-CX_349F39
USER;ReHa;COMMENT;no comment available
PLATETYPE;MTP-48-FlowerPlate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
C1;F01;X41;;1;0.04114;10.59;0.0;27.00;69.36;-0.01;0.00;
R;;;;1;0.07144;287.49;0.0;31.40;61.92;-0.01;0.00;test measure for referencing with gain 15 
C2;A01;X1;;1;0.07433;11.35;0.0;31.70;61.34;-0.01;0.00;
C2;A02;X2;;1;0.07499;10.11;0.0;31.80;61.11;-0.01;0.00;
C2;A03;X3;;1;0.07562;10.25;0.0;31.90;60.95;-0.01;0.00;
C2;A04;X4;;1;0.07632;9.98;0.0;31.90;60.81;-0.01;0.00;
C2;A05;X5;;1;0.07710;10.27;0.0;32.00;60.62;-0.01;0.00;
C2;A06;X6;;1;0.07790;10.00;0.0;32.10;60.44;-0.01;0.00;
C2;A07;X7;;1;0.07855;11.63;0.0;32.20;60.30;-0.01;0.00;
C2;A08;X8;;1;0.07917;11.03;0.0;32.20;60.23;-0.01;0.00;
C2;B08;X16;;1;0.07987;10.28;0.0;32.30;60.10;-0.01;0.00;
C2;B07;X15;;1;0.08060;12.92;0.0;32.40;59.97;-0.01;0.00;
C2;B06;X14;;1;0.08136;10.99;0.0;32.40;59.78;-0.01;0.00;
C2;B05;X13;;1;0.08209;10.74;0.0;32.50;59.71;-0.01;0.00;
C2;B04;X12;;1;0.08271;11.32;0.0;32.50;59.58;-0.01;0.00;
C2;B03;X11;;1;0.08338;11.06;0.0;32.70;59.52;-0.01;0.00;
C2;B02;X10;;1;0.08409;10.19;0.0;32.70;59.43;-0.01;0.00;
C2;B01;X9;;1;0.08477;10.37;0.0;32.80;59.20;-0.01;0.00;
C2;C01;X17;;1;0.08549;10.22;0.0;32.90;59.06;-0.01;0.00;
C2;C02;X18;;1;0.08628;11.36;0.0;32.90;58.99;-0.01;0.00;
C2;C03;X19;;1;0.08699;11.49;0.0;33.00;58.96;-0.01;0.00;
C2;C04;X20;;1;0.08762;11.68;0.0;33.00;58.71;-0.01;0.00;
C2;C05;X21;;1;0.08828;11.35;0.0;33.10;58.61;-0.01;0.00;
C2;C06;X22;;1;0.08899;11.41;0.0;33.20;58.48;-0.01;0.00;
C2;C07;X23;;1;0.08975;11.95;0.0;33.30;58.35;-0.01;0.00;
C2;C08;X24;;1;0.09056;11.90;0.0;33.40;58.22;-0.01;0.00;
C2;D08;X32;;1;0.09130;11.82;0.0;33.40;58.09;-0.01;0.00;
C2;D07;X31;;1;0.09199;12.49;0.0;33.50;58.02;-0.01;0.00;
C2;D06;X30;;1;0.09268;13.34;0.0;33.50;57.93;-0.01;0.00;
C2;D05;X29;;1;0.09331;11.45;0.0;33.60;57.69;-0.01;0.00;
C2;D04;X28;;1;0.09399;11.55;0.0;33.70;57.51;-0.01;0.00;
C2;D03;X27;;1;0.09473;11.62;0.0;33.70;57.38;-0.01;0.00;
C2;D02;X26;;1;0.09536;11.16;0.0;33.80;57.25;-0.01;0.00;
C2;D01;X25;;1;0.09609;10.19;0.0;33.90;57.19;-0.01;0.00;
C2;E01;X33;;1;0.09673;12.68;0.0;33.90;57.14;-0.01;0.00;
C2;E02;X34;;1;0.09740;12.03;0.0;34.00;56.93;-0.01;0.00;
C2;E03;X35;;1;0.09805;11.57;0.0;34.00;56.86;-0.01;0.00;
C2;E04;X36;;1;0.09890;11.58;0.0;34.10;56.73;-0.01;0.00;
C2;E05;X37;;1;0.09970;11.81;0.0;34.20;56.60;-0.01;0.00;
C2;E06;X38;;1;0.10033;12.47;0.0;34.20;56.47;-0.01;0.00;
C2;E07;X39;;1;0.10102;12.17;0.0;34.30;56.40;-0.01;0.00;
C2;E08;X40;;1;0.10166;12.14;0.0;34.40;56.28;-0.01;0.00;
C2;F08;X48;;1;0.10241;10.39;0.0;34.40;56.14;-0.01;0.00;
C2;F07;X47;;1;0.10317;11.74;0.0;34.50;56.02;-0.01;0.00;
C2;F06;X46;;1;0.10400;12.75;0.0;34.50;55.95;-0.01;0.00;
C2;F05;X45;;1;0.10474;11.96;0.0;34.60;55.92;-0.01;0.00;
C2;F04;X44;;1;0.10537;12.94;0.0;34.70;55.78;-0.01;0.00;
C2;F03;X43;;1;0.10606;12.75;0.0;34.70;55.63;-0.01;0.00;
C2;F02;X42;;1;0.10677;12.33;0.0;34.70;55.56;-0.01;0.00;
C2;F01;X41;;1;0.10751;10.73;0.0;34.90;55.49;-0.01;0.00;
R;;;;1;0.13847;287.34;0.0;36.90;51.61;-0.01;0.00;test measure for referencing with gain 15 
C3;A01;X1;;1;0.14116;11.65;0.0;37.00;51.35;-0.01;0.00;
C3;A02;X2;;1;0.14188;10.35;0.0;37.10;51.29;-0.01;0.00;
C3;A03;X3;;1;0.14270;10.76;0.0;37.20;51.22;-0.01;0.00;
C3;A04;X4;;1;0.14347;10.39;0.0;37.20;51.09;-0.01;0.00;
C3;A05;X5;;1;0.14410;10.65;0.0;37.20;51.03;-0.01;0.00;
C3;A06;X6;;1;0.14476;10.22;0.0;37.20;51.02;-0.01;0.00;
C3;A07;X7;;1;0.14547;12.02;0.0;37.20;50.97;-0.01;0.00;
C3;A08;X8;;1;0.14612;12.11;0.0;37.20;50.96;-0.01;0.00;
C3;B08;X16;;1;0.14700;10.31;0.0;37.30;50.89;-0.01;0.00;
C3;B07;X15;;1;0.14772;12.92;0.0;37.30;50.92;-0.01;0.00;
C3;B06;X14;;1;0.14838;10.75;0.0;37.30;50.83;-0.01;0.00;
C3;B05;X13;;1;0.14900;10.57;0.0;37.40;50.76;-0.01;0.00;
C3;B04;X12;;1;0.14967;10.64;0.0;37.40;50.76;-0.01;0.00;
C3;B03;X11;;1;0.15033;11.31;0.0;37.40;50.70;-0.01;0.00;
C3;B02;X10;;1;0.15110;10.64;0.0;37.40;50.65;-0.01;0.00;
C3;B01;X9;;1;0.15192;10.45;0.0;37.40;50.63;-0.01;0.00;
C3;C01;X17;;1;0.15263;10.43;0.0;37.40;50.57;-0.01;0.00;
C3;C02;X18;;1;0.15331;11.96;0.0;37.40;50.57;-0.01;0.00;
C3;C03;X19;;1;0.15394;11.59;0.0;37.40;50.57;-0.01;0.00;
C3;C04;X20;;1;0.15472;11.52;0.0;37.40;50.50;-0.01;0.00;
C3;C05;X21;;1;0.15552;11.81;0.0;37.40;50.51;-0.01;0.00;
C3;C06;X22;;1;0.15625;11.62;0.0;37.40;50.54;-0.01;0.00;
C3;C07;X23;;1;0.15695;12.09;0.0;37.40;50.44;-0.01;0.00;
C3;C08;X24;;1;0.15758;12.75;0.0;37.40;50.44;-0.01;0.00;
C3;D08;X32;;1;0.15828;11.41;0.0;37.50;50.44;-0.01;0.00;
C3;D07;X31;;1;0.15897;12.14;0.0;37.50;50.44;-0.01;0.00;
C3;D06;X30;;1;0.15975;13.37;0.0;37.50;50.41;-0.01;0.00;
C3;D05;X29;;1;0.16051;12.07;0.0;37.50;50.37;-0.01;0.00;
C3;D04;X28;;1;0.16118;12.15;0.0;37.50;50.31;-0.01;0.00;
C3;D03;X27;;1;0.16189;12.26;0.0;37.50;50.31;-0.01;0.00;
C3;D02;X26;;1;0.16254;12.05;0.0;37.50;50.37;-0.01;0.00;
C3;D01;X25;;1;0.16316;9.76;0.0;37.50;50.44;-0.01;0.00;
C3;E01;X33;;1;0.16393;13.06;0.0;37.50;50.44;-0.01;0.00;
C3;E02;X34;;1;0.16462;11.89;0.0;37.50;50.43;-0.01;0.00;
C3;E03;X35;;1;0.16532;12.18;0.0;37.40;50.43;-0.01;0.00;
C3;E04;X36;;1;0.16593;11.72;0.0;37.50;50.43;-0.01;0.00;
C3;E05;X37;;1;0.16663;11.31;0.0;37.40;50.55;-0.01;0.00;
C3;E06;X38;;1;0.16725;12.78;0.0;37.40;50.51;-0.01;0.00;
C3;E07;X39;;1;0.16796;11.94;0.0;37.40;50.50;-0.01;0.00;
C3;E08;X40;;1;0.16880;11.26;0.0;37.40;50.57;-0.01;0.00;
C3;F08;X48;;1;0.16952;10.81;0.0;37.40;50.64;-0.01;0.00;
C3;F07;X47;;1;0.17015;12.60;0.0;37.40;50.63;-0.01;0.00;
C3;F06;X46;;1;0.17082;12.55;0.0;37.40;50.63;-0.01;0.00;
C3;F05;X45;;1;0.17153;11.83;0.0;37.40;50.63;-0.01;0.00;
C3;F04;X44;;1;0.17229;13.22;0.0;37.40;50.69;-0.01;0.00;
C3;F03;X43;;1;0.17299;13.04;0.0;37.40;50.76;-0.01;0.00;
C3;F02;X42;;1;0.17371;12.26;0.0;37.40;50.76;-0.01;0.00;
C3;F01;X41;;1;0.17436;10.30;0.0;37.40;50.82;-0.01;0.00;
R;;;;1;0.20493;286.92;0.0;37.20;52.11;-0.01;0.00;test measure for referencing with gain 15 
C4;A01;X1;;1;0.20797;11.33;0.0;37.20;52.24;-0.01;0.00;
C4;A02;X2;;1;0.20865;10.99;0.0;37.20;52.31;-0.01;0.00;
C4;A03;X3;;1;0.20930;10.51;0.0;37.20;52.31;-0.01;0.00;
C4;A04;X4;;1;0.21001;10.35;0.0;37.20;52.31;-0.01;0.00;
C4;A05;X5;;1;0.21078;10.55;0.0;37.20;52.38;-0.01;0.00;
C4;A06;X6;;1;0.21162;10.33;0.0;37.20;52.37;-0.01;0.00;
C4;A07;X7;;1;0.21235;12.36;0.0;37.20;52.37;-0.01;0.00;
C4;A08;X8;;1;0.21309;12.59;0.0;37.20;52.38;-0.01;0.00;
C4;B08;X16;;1;0.21381;10.23;0.0;37.20;52.38;-0.01;0.00;
C4;B07;X15;;1;0.21450;12.81;0.0;37.20;52.38;-0.01;0.00;
C4;B06;X14;;1;0.21525;10.92;0.0;37.20;52.37;-0.01;0.00;
C4;B05;X13;;1;0.21610;11.27;0.0;37.20;52.44;-0.01;0.00;
C4;B04;X12;;1;0.21676;10.92;0.0;37.20;52.44;-0.01;0.00;
C4;B03;X11;;1;0.21744;10.83;0.0;37.30;52.44;-0.01;0.00;
C4;B02;X10;;1;0.21812;10.60;0.0;37.30;52.53;-0.01;0.00;
C4;B01;X9;;1;0.21876;11.21;0.0;37.30;52.59;-0.01;0.00;
C4;C01;X17;;1;0.21944;10.73;0.0;37.30;52.57;-0.01;0.00;
C4;C02;X18;;1;0.22005;11.31;0.0;37.30;52.51;-0.01;0.00;
C4;C03;X19;;1;0.22086;11.68;0.0;37.30;52.57;-0.01;0.00;
C4;C04;X20;;1;0.22159;12.06;0.0;37.30;52.66;-0.01;0.00;
C4;C05;X21;;1;0.22224;11.49;0.0;37.30;52.63;-0.01;0.00;
C4;C06;X22;;1;0.22290;11.58;0.0;37.30;52.63;-0.01;0.00;
C4;C07;X23;;1;0.22361;11.65;0.0;37.30;52.63;-0.01;0.00;
C4;C08;X24;;1;0.22428;11.90;0.0;37.30;52.70;-0.01;0.00;
C4;D08;X32;;1;0.22508;11.57;0.0;37.30;52.73;-0.01;0.00;
C4;D07;X31;;1;0.22577;12.49;0.0;37.30;52.70;-0.01;0.00;
C4;D06;X30;;1;0.22650;13.65;0.0;37.30;52.70;-0.01;0.00;
C4;D05;X29;;1;0.22717;11.70;0.0;37.40;52.76;-0.01;0.00;
C4;D04;X28;;1;0.22788;11.81;0.0;37.30;52.81;-0.01;0.00;
C4;D03;X27;;1;0.22851;12.06;0.0;37.30;52.85;-0.01;0.00;
C4;D02;X26;;1;0.22922;11.94;0.0;37.30;52.82;-0.01;0.00;
C4;D01;X25;;1;0.22993;10.80;0.0;37.30;52.89;-0.01;0.00;
C4;E01;X33;;1;0.23068;12.82;0.0;37.30;52.89;-0.01;0.00;
C4;E02;X34;;1;0.23131;12.05;0.0;37.30;52.86;-0.01;0.00;
C4;E03;X35;;1;0.23205;12.23;0.0;37.30;52.89;-0.01;0.00;
C4;E04;X36;;1;0.23275;11.56;0.0;37.30;52.89;-0.01;0.00;
C4;E05;X37;;1;0.23343;12.25;0.0;37.30;52.95;-0.01;0.00;
C4;E06;X38;;1;0.23415;12.79;0.0;37.30;52.96;-0.01;0.00;
C4;E07;X39;;1;0.23489;12.14;0.0;37.30;52.95;-0.01;0.00;
C4;E08;X40;;1;0.23555;12.80;0.0;37.30;53.02;-0.01;0.00;
C4;F08;X48;;1;0.23631;10.99;0.0;37.30;52.96;-0.01;0.00;
C4;F07;X47;;1;0.23697;12.26;0.0;37.30;52.96;-0.01;0.00;
C4;F06;X46;;1;0.23770;12.88;0.0;37.30;53.09;-0.01;0.00;
C4;F05;X45;;1;0.23844;12.46;0.0;37.30;53.09;-0.01;0.00;
C4;F04;X44;;1;0.23923;12.96;0.0;37.30;53.15;-0.01;0.00;
C4;F03;X43;;1;0.23994;12.44;0.0;37.30;53.20;-0.01;0.00;
C4;F02;X42;;1;0.24060;11.52;0.0;37.20;53.21;-0.01;0.00;
C4;F01;X41;;1;0.24123;11.85;0.0;37.30;53.21;-0.01;0.00;
R;;;;1;0.27161;285.61;0.0;37.20;54.58;-0.01;0.00;test measure for referencing with gain 15 
C5;A01;X1;;1;0.27448;11.61;0.0;37.20;54.70;-0.01;0.00;
C5;A02;X2;;1;0.27512;10.61;0.0;37.20;54.70;-0.01;0.00;
C5;A03;X3;;1;0.27576;10.87;0.0;37.20;54.77;-0.01;0.00;
C5;A04;X4;;1;0.27643;9.87;0.0;37.20;54.83;-0.01;0.00;
C5;A05;X5;;1;0.27728;10.33;0.0;37.20;54.90;-0.01;0.00;
C5;A06;X6;;1;0.27802;9.63;0.0;37.20;54.90;-0.01;0.00;
C5;A07;X7;;1;0.27877;11.70;0.0;37.20;54.90;-0.01;0.00;
C5;A08;X8;;1;0.27944;12.06;0.0;37.20;54.94;-0.01;0.00;
C5;B08;X16;;1;0.28014;10.62;0.0;37.20;54.96;-0.01;0.00;
C5;B07;X15;;1;0.28082;13.59;0.0;37.20;55.03;-0.01;0.00;
C5;B06;X14;;1;0.28154;11.22;0.0;37.20;55.02;-0.01;0.00;
C5;B05;X13;;1;0.28229;11.21;0.0;37.20;55.04;-0.01;0.00;
C5;B04;X12;;1;0.28305;11.51;0.0;37.20;55.09;-0.01;0.00;
C5;B03;X11;;1;0.28371;12.03;0.0;37.20;55.09;-0.01;0.00;
C5;B02;X10;;1;0.28437;10.13;0.0;37.20;55.15;-0.01;0.00;
C5;B01;X9;;1;0.28500;11.58;0.0;37.20;55.16;-0.01;0.00;
C5;C01;X17;;1;0.28572;10.65;0.0;37.20;55.15;-0.01;0.00;
C5;C02;X18;;1;0.28647;11.16;0.0;37.20;55.22;-0.01;0.00;
C5;C03;X19;;1;0.28721;11.37;0.0;37.20;55.22;-0.01;0.00;
C5;C04;X20;;1;0.28789;12.00;0.0;37.20;55.28;-0.01;0.00;
C5;C05;X21;;1;0.28853;11.36;0.0;37.20;55.28;-0.01;0.00;
C5;C06;X22;;1;0.28923;11.95;0.0;37.20;55.39;-0.01;0.00;
C5;C07;X23;;1;0.28996;11.76;0.0;37.20;55.41;-0.01;0.00;
C5;C08;X24;;1;0.29066;11.52;0.0;37.20;55.41;-0.01;0.00;
C5;D08;X32;;1;0.29140;11.75;0.0;37.20;55.48;-0.01;0.00;
C5;D07;X31;;1;0.29202;12.30;0.0;37.20;55.45;-0.01;0.00;
C5;D06;X30;;1;0.29270;14.42;0.0;37.20;55.55;-0.01;0.00;
C5;D05;X29;;1;0.29332;11.62;0.0;37.20;55.61;-0.01;0.00;
C5;D04;X28;;1;0.29403;12.12;0.0;37.20;55.61;-0.01;0.00;
C5;D03;X27;;1;0.29476;12.19;0.0;37.20;55.61;-0.01;0.00;
C5;D02;X26;;1;0.29553;11.80;0.0;37.20;55.70;-0.01;0.00;
C5;D01;X25;;1;0.29628;9.91;0.0;37.10;55.74;-0.01;0.00;
C5;E01;X33;;1;0.29698;12.96;0.0;37.20;55.74;-0.01;0.00;
C5;E02;X34;;1;0.29760;12.62;0.0;37.20;55.74;-0.01;0.00;
C5;E03;X35;;1;0.29826;12.61;0.0;37.20;55.80;-0.01;0.00;
C5;E04;X36;;1;0.29906;12.01;0.0;37.20;55.74;-0.01;0.00;
C5;E05;X37;;1;0.29978;11.79;0.0;37.20;55.74;-0.01;0.00;
C5;E06;X38;;1;0.30052;13.07;0.0;37.10;55.80;-0.01;0.00;
C5;E07;X39;;1;0.30119;12.88;0.0;37.20;55.91;-0.01;0.00;
C5;E08;X40;;1;0.30187;11.44;0.0;37.10;55.94;-0.01;0.00;
C5;F08;X48;;1;0.30256;11.19;0.0;37.10;55.93;-0.01;0.00;
C5;F07;X47;;1;0.30318;12.60;0.0;37.10;55.93;-0.01;0.00;
C5;F06;X46;;1;0.30396;13.25;0.0;37.10;56.00;-0.01;0.00;
C5;F05;X45;;1;0.30471;11.66;0.0;37.10;56.08;-0.01;0.00;
C5;F04;X44;;1;0.30537;13.45;0.0;37.10;56.06;-0.01;0.00;
C5;F03;X43;;1;0.30604;12.65;0.0;37.10;56.12;-0.01;0.00;
C5;F02;X42;;1;0.30666;13.19;0.0;37.10;56.13;-0.01;0.00;
C5;F01;X41;;1;0.30739;10.68;0.0;37.10;56.19;-0.01;0.00;
R;;;;1;0.33874;285.13;0.0;37.10;57.49;-0.01;0.00;test measure for referencing with gain 15 
C6;A01;X1;;1;0.34135;10.99;0.0;37.10;57.60;-0.01;0.00;
C6;A02;X2;;1;0.34197;10.44;0.0;37.10;57.56;-0.01;0.00;
C6;A03;X3;;1;0.34265;11.05;0.0;37.10;57.61;-0.01;0.00;
C6;A04;X4;;1;0.34339;10.34;0.0;37.20;57.62;-0.01;0.00;
C6;A05;X5;;1;0.34414;10.55;0.0;37.20;57.63;-0.01;0.00;
C6;A06;X6;;1;0.34478;10.53;0.0;37.20;57.74;-0.01;0.00;
C6;A07;X7;;1;0.34547;11.03;0.0;37.20;57.68;-0.01;0.00;
C6;A08;X8;;1;0.34612;11.65;0.0;37.20;57.68;-0.01;0.00;
C6;B08;X16;;1;0.34691;10.24;0.0;37.10;57.74;-0.01;0.00;
C6;B07;X15;;1;0.34763;13.84;0.0;37.10;57.83;-0.01;0.00;
C6;B06;X14;;1;0.34828;10.91;0.0;37.20;57.81;-0.01;0.00;
C6;B05;X13;;1;0.34900;11.30;0.0;37.10;57.80;-0.01;0.00;
C6;B04;X12;;1;0.34965;10.78;0.0;37.20;57.80;-0.01;0.00;
C6;B03;X11;;1;0.35032;10.53;0.0;37.20;57.80;-0.01;0.00;
C6;B02;X10;;1;0.35106;10.13;0.0;37.10;57.87;-0.01;0.00;
C6;B01;X9;;1;0.35179;9.83;0.0;37.20;57.87;-0.01;0.00;
C6;C01;X17;;1;0.35258;10.46;0.0;37.20;57.87;-0.01;0.00;
C6;C02;X18;;1;0.35328;11.05;0.0;37.20;57.87;-0.01;0.00;
C6;C03;X19;;1;0.35402;11.12;0.0;37.20;57.94;-0.01;0.00;
C6;C04;X20;;1;0.35470;11.01;0.0;37.20;57.93;-0.01;0.00;
C6;C05;X21;;1;0.35542;12.45;0.0;37.20;57.94;-0.01;0.00;
C6;C06;X22;;1;0.35618;11.34;0.0;37.10;57.93;-0.01;0.00;
C6;C07;X23;;1;0.35692;11.17;0.0;37.20;58.00;-0.01;0.00;
C6;C08;X24;;1;0.35763;10.96;0.0;37.20;58.00;-0.01;0.00;
C6;D08;X32;;1;0.35845;12.13;0.0;37.10;58.07;-0.01;0.00;
C6;D07;X31;;1;0.35908;12.25;0.0;37.20;58.09;-0.01;0.00;
C6;D06;X30;;1;0.35976;13.43;0.0;37.10;58.19;-0.01;0.00;
C6;D05;X29;;1;0.36048;11.55;0.0;37.10;58.19;-0.01;0.00;
C6;D04;X28;;1;0.36119;11.81;0.0;37.10;58.26;-0.01;0.00;
C6;D03;X27;;1;0.36189;11.40;0.0;37.10;58.19;-0.01;0.00;
C6;D02;X26;;1;0.36252;11.66;0.0;37.10;58.35;-0.01;0.00;
C6;D01;X25;;1;0.36318;10.42;0.0;37.10;58.33;-0.01;0.00;
C6;E01;X33;;1;0.36395;13.16;0.0;37.10;58.39;-0.01;0.00;
C6;E02;X34;;1;0.36468;12.72;0.0;37.10;58.39;-0.01;0.00;
C6;E03;X35;;1;0.36550;11.98;0.0;37.10;58.45;-0.01;0.00;
C6;E04;X36;;1;0.36619;12.56;0.0;37.10;58.52;-0.01;0.00;
C6;E05;X37;;1;0.36692;11.90;0.0;37.00;58.52;-0.01;0.00;
C6;E06;X38;;1;0.36758;13.21;0.0;37.00;58.52;-0.01;0.00;
C6;E07;X39;;1;0.36829;12.84;0.0;37.00;58.54;-0.01;0.00;
C6;E08;X40;;1;0.36909;11.60;0.0;37.00;58.58;-0.01;0.00;
C6;F08;X48;;1;0.36988;11.56;0.0;37.00;58.58;-0.01;0.00;
C6;F07;X47;;1;0.37058;12.06;0.0;37.00;58.73;-0.01;0.00;
C6;F06;X46;;1;0.37122;13.37;0.0;37.00;58.72;-0.01;0.00;
C6;F05;X45;;1;0.37190;12.13;0.0;37.00;58.71;-0.01;0.00;
C6;F04;X44;;1;0.37262;12.93;0.0;37.00;58.71;-0.01;0.00;
C6;F03;X43;;1;0.37334;13.04;0.0;37.00;58.84;-0.01;0.00;
C6;F02;X42;;1;0.37412;12.13;0.0;37.00;58.91;-0.01;0.00;
C6;F01;X41;;1;0.37479;10.96;0.0;37.00;58.91;-0.01;0.00;
R;;;;1;0.40514;284.62;0.0;37.10;59.81;-0.01;0.00;test measure for referencing with gain 15 
C7;A01;X1;;1;0.40773;11.05;0.0;37.20;59.88;-0.01;0.00;
C7;A02;X2;;1;0.40857;9.47;0.0;37.10;60.00;-0.01;0.00;
C7;A03;X3;;1;0.40926;10.87;0.0;37.10;60.00;-0.01;0.00;
